stage,family,candidate,side,horizon_h,description,event_clock_n,raw_mean_bps,cost_stressed_mean_bps,slip16_mean_bps,median_cost_bps,win_rate_cost_pct,h1_benchmark_cost_mean_bps,h1_benchmark_cost_adjusted_residual_bps,train_n,oos_n,train_cost_mean_bps,oos_cost_mean_bps,train_win_rate_cost_pct,oos_win_rate_cost_pct,worst_quarter_cost_mean_bps,worst_quarter_slip16_mean_bps,positive_quarter_pct,quarters_n,worst_year_cost_mean_bps,positive_year_pct,years_n,top_quarter_event_share_pct,top_year_event_share_pct,ex2025_n,ex2025_cost_mean_bps,median_mae_bps,median_mfe_bps,touch_stop_100bps_pct,oos_median_mae_bps,oos_touch_stop_100bps_pct,boot_p10_bps,boot_p50_bps,boot_prob_mean_gt_0_pct,promotion,EA,paper_live,live,classification,failed_reasons
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,72,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,41,80.37569694784801,72.37569694784801,56.37569694784801,22.242782335976326,63.41463414634146,16.979631301670224,55.39606564617779,28,13,61.731015064549,95.30270408110742,64.28571428571429,61.53846153846154,-70.76775853923,-86.76775853923,68.75,16,-12.890161855456803,80.0,5,17.073170731707318,26.82926829268293,32,56.65800590717218,-92.405653051717,122.25042301184486,46.34146341463415,-124.41550701615789,69.23076923076923,41.38121653432489,71.06767236030734,99.8,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10;oos_touch100_le_65
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_NO_HTF,LONG,72,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,59,71.0069713846824,63.0069713846824,47.0069713846824,22.242782335976326,55.932203389830505,16.979631301670224,46.02734008301218,41,18,23.26243638429133,153.53618999668427,53.65853658536586,61.111111111111114,-138.46987332937493,-154.46987332937493,68.75,16,-98.37037311338885,80.0,5,13.559322033898304,30.508474576271187,48,40.8053945464284,-89.51354648502941,122.25042301184486,47.45762711864407,-105.63980979839793,55.55555555555556,30.709412144919032,63.2353144781456,99.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,72,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,48,55.766684494852846,47.766684494852846,31.766684494852843,26.478241909973175,54.166666666666664,16.979631301670224,30.787053193182622,33,15,26.639473451881887,94.24654878938894,57.57575757575758,46.666666666666664,-306.3999893709438,-322.3999893709438,60.0,15,-200.70436882011134,60.0,5,12.5,33.33333333333333,36,-5.504323060690628,-80.01676320480155,134.4226722778197,45.83333333333333,-138.69740317786318,66.66666666666666,3.3606879899877304,47.643438775240966,92.10000000000001,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10;oos_touch100_le_65
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_NO_HTF,LONG,72,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,69,53.380577753658365,45.380577753658365,29.380577753658365,20.007004169610106,56.52173913043478,16.979631301670224,28.40094645198814,48,21,17.710648754821687,108.62612975099934,56.25,57.14285714285714,-127.31148176609646,-143.31148176609645,64.70588235294117,17,-72.4403124167735,80.0,5,11.594202898550725,31.88405797101449,57,34.19852743714785,-104.4569956693353,120.70276783196388,53.62318840579711,-124.41550701615789,57.14285714285714,17.669575314916692,45.37979614672155,97.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W72_NO_HTF,SHORT,72,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,42,39.42857893967708,31.428578939677077,15.42857893967708,27.254918301942386,59.523809523809526,-32.979631301670224,64.4082102413473,29,13,-13.455896668580145,131.55548606578932,58.620689655172406,61.53846153846154,-198.23908092972013,-214.23908092972013,73.33333333333333,15,-46.188933404963564,60.0,5,11.904761904761903,33.33333333333333,36,33.29836254286827,-92.25593777789697,116.08184304059411,47.61904761904761,-90.75101468113411,38.46153846153847,-28.225111192410523,23.89221487337878,72.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,train_gt_0;worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,48,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,48,39.15059281069231,31.150592810692313,15.150592810692308,31.82670053055082,62.5,8.925949996548983,22.22464281414333,33,15,31.420620996261153,30.556530802440854,66.66666666666666,53.333333333333336,-265.4798269270723,-281.4798269270723,53.333333333333336,15,-148.82308490964868,40.0,5,12.5,33.33333333333333,36,-14.97987758402963,-65.99499646355645,109.2760519016478,37.5,-100.5289816541477,53.333333333333336,-8.134526012112804,32.70647136119226,85.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL20,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,79,38.08942367834258,30.089423678342577,14.089423678342575,11.439502198124181,56.9620253164557,0.5020487823169345,29.587374896025644,55,24,10.259236042424478,75.53360367732155,52.72727272727272,66.66666666666666,-157.27389007335313,-173.27389007335313,71.42857142857143,14,-20.718997114987857,80.0,5,16.455696202531644,48.10126582278481,41,13.968620911145495,-49.30818347333332,80.91163263577172,17.72151898734177,-45.703491783109506,16.666666666666664,13.743767663669685,29.521250083882656,98.7,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL35,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,79,38.08942367834258,30.089423678342577,14.089423678342575,11.439502198124181,56.9620253164557,0.5020487823169345,29.587374896025644,55,24,10.259236042424478,75.53360367732155,52.72727272727272,66.66666666666666,-157.27389007335313,-173.27389007335313,71.42857142857143,14,-20.718997114987857,80.0,5,16.455696202531644,48.10126582278481,41,13.968620911145495,-49.30818347333332,80.91163263577172,17.72151898734177,-45.703491783109506,16.666666666666664,13.743767663669685,29.521250083882656,98.7,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL50,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,79,38.08942367834258,30.089423678342577,14.089423678342575,11.439502198124181,56.9620253164557,0.5020487823169345,29.587374896025644,55,24,10.259236042424478,75.53360367732155,52.72727272727272,66.66666666666666,-157.27389007335313,-173.27389007335313,71.42857142857143,14,-20.718997114987857,80.0,5,16.455696202531644,48.10126582278481,41,13.968620911145495,-49.30818347333332,80.91163263577172,17.72151898734177,-45.703491783109506,16.666666666666664,13.743767663669685,29.521250083882656,98.7,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,48,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,45,35.397067221987214,27.397067221987214,11.397067221987209,-7.383943322786017,44.44444444444444,8.925949996548983,18.47111722543823,31,14,25.929710396350814,30.646214478753514,45.16129032258064,42.857142857142854,-157.23838734625855,-173.23838734625855,62.5,16,-56.46256415929395,80.0,5,15.555555555555555,31.11111111111111,36,5.322508545066518,-93.48668557595308,93.60039862164271,46.666666666666664,-116.0753731045616,64.28571428571429,-1.769097716752691,28.33483383975654,88.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
