ts_utc,family,candidate,side,horizon_h,entry_close,raw_return_bps,cost_return_bps,slip16_return_bps,hour_utc,weekday,session_utc,year,quarter,mae_bps,mfe_bps,touch_stop_100bps
2026-06-02 21:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_LONG_L6_M1.5,LONG,48,4487.21,-20.681002226327074,-28.681002226327074,-44.681002226327074,21,Tuesday,NY_LATE,2026,2026Q2,-141.02304104331998,62.10986336721458,True
2026-06-05 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_LONG_L6_M1.5,LONG,48,4369.38,-93.67461745144689,-101.67461745144689,-117.67461745144689,17,Friday,NY_LATE,2026,2026Q2,-230.65057285015178,6.637097254071911,True
2026-06-10 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_LONG_L6_M1.5,LONG,48,4128.55,224.17071368882492,216.17071368882492,200.17071368882492,18,Wednesday,NY_LATE,2026,2026Q2,-253.79370481161678,285.49975172881494,True
2022-05-03 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1871.4,-18.595703751203008,-26.595703751203008,-42.595703751203004,18,Tuesday,NY_LATE,2022,2022Q2,-199.93925365787146,54.80335267569414,True
2022-05-19 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1842.15,-52.33015769616989,-60.33015769616989,-76.33015769616989,18,Thursday,NY_LATE,2022,2022Q2,-122.94378793402893,54.52580560649789,True
2022-05-24 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1865.21,99.88151468199314,91.88151468199314,75.88151468199314,17,Tuesday,NY_LATE,2022,2022Q2,-22.893944337760708,134.0918105111033,False
2022-06-01 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1843.27,-77.19975912373167,-85.19975912373167,-101.19975912373167,17,Wednesday,NY_LATE,2022,2022Q2,-163.24592018613916,5.753958560641426,True
2022-06-22 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1837.85,59.68931087955931,51.68931087955931,35.68931087955931,18,Wednesday,NY_LATE,2022,2022Q2,-43.44834684999466,116.64262988120954,False
2022-07-13 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1737.26,188.68793387287974,180.68793387287974,164.68793387287974,18,Wednesday,NY_LATE,2022,2022Q3,-15.00112077339022,234.76944285705903,False
2022-07-22 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1732.69,79.24094904454893,71.24094904454893,55.24094904454893,17,Friday,NY_LATE,2022,2022Q3,-19.469261032100114,112.05201080835003,False
2022-07-28 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1752.9,-90.13634548462602,-98.13634548462602,-114.13634548462602,18,Thursday,NY_LATE,2022,2022Q3,-123.67242302166237,15.42680836475796,True
2022-08-08 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1787.1,-60.43310391136592,-68.43310391136592,-84.43310391136592,18,Monday,NY_LATE,2022,2022Q3,-113.84758364312297,22.545258765731546,True
2022-08-23 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1749.58,-31.8362121194804,-39.8362121194804,-55.8362121194804,18,Tuesday,NY_LATE,2022,2022Q3,-89.10616265698334,41.78384893531506,False
2022-08-29 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1737.9,95.4024972668177,87.4024972668177,71.4024972668177,17,Monday,NY_LATE,2022,2022Q3,-17.80585870189477,166.3088559612058,False
2022-09-16 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1673.8,50.00597442944121,42.00597442944121,26.00597442944121,18,Friday,NY_LATE,2022,2022Q3,-35.54057996035142,85.92742567217427,False
2022-09-29 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1658.7,-194.54994875504948,-202.54994875504948,-218.54994875504948,19,Thursday,NY_LATE,2022,2022Q3,-207.7466659582383,9.776232891594017,True
2022-10-04 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1723.1,66.33393302768131,58.33393302768131,42.33393302768131,19,Tuesday,NY_LATE,2022,2022Q4,-26.10542888730638,134.09398341469148,False
2022-10-11 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1680.51,88.7825719573232,80.7825719573232,64.7825719573232,19,Tuesday,NY_LATE,2022,2022Q4,-10.343290236290992,233.09767815713923,False
2022-10-21 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1639.17,-98.03742137789229,-106.03742137789229,-122.03742137789229,17,Friday,NY_LATE,2022,2022Q4,-186.37370532239683,16.86618879131796,True
2022-10-25 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1655.24,-41.44414103090632,-49.44414103090632,-65.44414103090632,17,Tuesday,NY_LATE,2022,2022Q4,-116.61302746048707,34.25093508083954,True
2022-11-04 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1670.94,-250.87675200785142,-258.87675200785145,-274.87675200785145,17,Friday,NY_LATE,2022,2022Q4,-251.50958256760282,38.750608294433334,True
2022-11-08 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1714.85,-194.53596524477535,-202.53596524477535,-218.53596524477535,19,Tuesday,NY_LATE,2022,2022Q4,-218.18492955336222,75.73621001668585,True
2022-12-07 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1780.38,-91.38498522787364,-99.38498522787364,-115.38498522787364,17,Wednesday,NY_LATE,2022,2022Q4,-128.30464868701097,23.58981865678844,True
2022-12-13 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1808.8,170.22335249889386,162.22335249889386,146.22335249889386,18,Tuesday,NY_LATE,2022,2022Q4,-30.03996141656362,198.06390140217678,False
2023-01-06 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1862.28,-63.57797968082002,-71.57797968082002,-87.57797968082002,19,Friday,NY_LATE,2023,2023Q1,-101.10030298198014,3.9752033262785424,True
2023-01-19 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1919.9,-20.001041720922874,-28.001041720922874,-44.00104172092287,19,Thursday,NY_LATE,2023,2023Q1,-90.02033716332569,45.52113855169626,False
2023-02-27 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1815.33,-146.64000484760464,-154.64000484760464,-170.64000484760464,17,Monday,NY_LATE,2023,2023Q1,-157.66559495990705,59.96087580562026,True
2023-03-01 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1841.95,-14.061185157034917,-22.061185157034917,-38.06118515703491,17,Wednesday,NY_LATE,2023,2023Q1,-38.77520117677502,65.7405788231169,False
2023-03-09 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1828.61,-448.31866827809154,-456.31866827809154,-472.31866827809154,17,Thursday,NY_LATE,2023,2023Q1,-440.04015098443097,17.20104959270774,True
2023-03-17 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1959.19,31.492606638457985,23.492606638457985,7.4926066384579855,17,Friday,NY_LATE,2023,2023Q1,-251.33104443449295,71.35109571225317,True
2023-03-23 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1993.31,204.13282429727508,196.13282429727508,180.13282429727508,20,Thursday,NY_LATE,2023,2023Q1,-47.83088437208316,253.86324821498275,False
2023-04-19 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1990.71,75.19930075199355,67.19930075199355,51.19930075199355,18,Wednesday,NY_LATE,2023,2023Q2,-107.19184208957012,97.2336346206526,True
2023-04-28 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1991.65,-114.02605879547112,-122.02605879547112,-138.0260587954711,18,Friday,NY_LATE,2023,2023Q2,-118.08777196159693,74.30600517966957,True
2023-05-02 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2012.21,-168.8193578205066,-176.8193578205066,-192.8193578205066,20,Tuesday,NY_LATE,2023,2023Q2,-317.5344047733608,26.658561135306513,True
2023-05-23 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1968.67,119.26833852296204,111.26833852296204,95.26833852296204,17,Tuesday,NY_LATE,2023,2023Q2,-83.16626200143062,152.2840021865357,False
2023-05-31 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1968.6,33.424768871278545,25.424768871278545,9.424768871278545,18,Wednesday,NY_LATE,2023,2023Q2,-74.21898634612734,78.38057840873658,False
2023-06-08 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1966.78,58.11529505079349,50.11529505079349,34.11529505079349,18,Thursday,NY_LATE,2023,2023Q2,-31.475070831580297,90.6049909702844,False
2023-06-14 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1955.02,-0.7672555779492107,-8.76725557794921,-24.76725557794921,19,Wednesday,NY_LATE,2023,2023Q2,-65.09708663858137,158.1115977948544,False
2023-06-30 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1918.6,-35.44251016366129,-43.44251016366129,-59.44251016366129,20,Friday,NY_LATE,2023,2023Q2,-63.80378265282927,45.18395576893708,False
2023-07-07 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1926.88,-28.335962799965753,-36.335962799965756,-52.335962799965756,19,Friday,NY_LATE,2023,2023Q3,-59.738142649319315,74.45206625397383,False
2023-07-18 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1977.93,50.55790649820757,42.55790649820757,26.557906498207572,19,Tuesday,NY_LATE,2023,2023Q3,-47.65019623628852,64.21378815555823,False
2023-08-04 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1941.61,84.41448076596191,76.41448076596191,60.41448076596191,19,Friday,NY_LATE,2023,2023Q3,-25.070768408776978,98.66641700994272,False
2023-08-29 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1936.23,-27.837601937785728,-35.83760193778573,-51.83760193778573,19,Tuesday,NY_LATE,2023,2023Q3,-65.2659124143773,6.666873391423245,False
2023-09-15 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1926.35,-34.676979780414726,-42.676979780414726,-58.676979780414726,18,Friday,NY_LATE,2023,2023Q3,-56.4706368174106,21.32917154376246,False
2023-09-20 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1941.77,72.7686595219823,64.7686595219823,48.7686595219823,18,Wednesday,NY_LATE,2023,2023Q3,-28.705529537425,145.88395119784713,False
2023-11-13 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1945.72,-80.68992455235069,-88.68992455235069,-104.68992455235069,19,Monday,NY_LATE,2023,2023Q4,-148.8517153388147,44.55136312716546,True
2023-11-16 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,1981.99,50.7066130505196,42.7066130505196,26.7066130505196,18,Thursday,NY_LATE,2023,2023Q4,-57.189009676983375,84.20506349723134,False
2023-11-21 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2004.2,60.17363536573117,52.17363536573117,36.17363536573117,17,Tuesday,NY_LATE,2023,2023Q4,-10.467028859093563,87.171847318408,False
2023-11-28 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2039.49,21.917244016886883,13.917244016886883,-2.082755983113117,20,Tuesday,NY_LATE,2023,2023Q4,-61.739825354747424,41.45598133003858,False
2023-12-21 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2041.52,-76.07077079822888,-84.07077079822888,-100.07077079822888,17,Thursday,NY_LATE,2023,2023Q4,-140.20429354519416,20.172670203837395,True
2023-12-27 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2078.44,65.72236869960113,57.722368699601134,41.722368699601134,20,Wednesday,NY_LATE,2023,2023Q4,-47.977935895349155,98.48554784104292,False
2024-01-12 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2053.62,61.939404563647884,53.939404563647884,37.939404563647884,17,Friday,NY_LATE,2024,2024Q1,-23.997357376029925,110.82610001427851,False
2024-01-31 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2049.99,67.90277025741531,59.90277025741531,43.90277025741531,18,Wednesday,NY_LATE,2024,2024Q1,-74.61024498886526,110.17680566172584,False
2024-02-06 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2036.56,22.24339081588589,14.243390815885888,-1.7566091841141116,20,Tuesday,NY_LATE,2024,2024Q1,-38.88462272133686,82.03010905994512,False
2024-02-16 21:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2012.63,-61.95873061615842,-69.95873061615842,-85.95873061615842,21,Friday,NY_LATE,2024,2024Q1,-89.52093007223661,6.861404599129983,False
2024-02-23 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2037.85,23.603307407316088,15.603307407316088,-0.39669259268391244,19,Friday,NY_LATE,2024,2024Q1,-16.949899819234115,63.307704083395144,False
2024-03-04 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2115.39,-149.71234618675444,-157.71234618675444,-173.71234618675444,20,Monday,NY_LATE,2024,2024Q1,-170.94295086842126,23.644806671720975,True
2024-04-11 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2338.94,-41.429023403765086,-49.429023403765086,-65.42902340376509,17,Thursday,NY_LATE,2024,2024Q2,-380.6703680855439,21.68063482269833,True
2024-05-01 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2304.29,57.84862148427439,49.84862148427439,33.84862148427439,17,Wednesday,NY_LATE,2024,2024Q2,-102.90991087726798,119.49514290231278,True
2024-05-09 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2330.41,-56.170373453598984,-64.17037345359898,-80.17037345359898,18,Thursday,NY_LATE,2024,2024Q2,-201.98028127562105,5.1949167096010385,True
2024-05-14 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2353.1,-85.03676001869964,-93.03676001869964,-109.03676001869964,17,Tuesday,NY_LATE,2024,2024Q2,-184.4559758396891,28.383423398850027,True
2024-05-17 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2407.75,-90.37483127401158,-98.37483127401158,-114.37483127401158,18,Friday,NY_LATE,2024,2024Q2,-172.6094267848688,8.271814312317272,True
2024-05-27 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2354.3,64.9449942658109,56.944994265810905,40.944994265810905,17,Monday,NY_LATE,2024,2024Q2,-41.579777761797665,85.4195582515116,False
2024-05-30 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2344.03,47.56765058467671,39.56765058467671,23.567650584676713,17,Thursday,NY_LATE,2024,2024Q2,-66.65932128691043,127.41192634389664,False
2024-06-03 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2348.46,-27.848036585678138,-35.84803658567814,-51.84803658567814,20,Monday,NY_LATE,2024,2024Q2,-37.71183744458728,142.73929887147486,False
2024-06-06 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2372.85,277.0508038856223,269.0508038856223,253.05080388562232,19,Thursday,NY_LATE,2024,2024Q2,-62.068878865170205,377.1975859354493,False
2024-06-12 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2335.09,4.9248637097498715,-3.0751362902501285,-19.07513629025013,20,Wednesday,NY_LATE,2024,2024Q2,-5.393027585762766,173.17695853337645,False
2024-06-18 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2329.75,-121.1717995493089,-129.1717995493089,-145.1717995493089,20,Tuesday,NY_LATE,2024,2024Q2,-150.88102002164482,25.863478702436993,True
2024-06-27 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2327.59,15.380715675870071,7.380715675870071,-8.619284324129929,18,Thursday,NY_LATE,2024,2024Q2,-51.886328764430004,39.20638343756888,False
2024-07-05 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2385.79,118.66090477368085,110.66090477368085,94.66090477368085,20,Friday,NY_LATE,2024,2024Q3,-29.712900664465856,155.4093168970905,False
2024-07-11 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2417.22,-59.28297796642612,-67.28297796642612,-83.28297796642612,18,Thursday,NY_LATE,2024,2024Q3,-60.52780907423782,107.84342422734517,False
2024-07-15 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2430.15,-104.89064461041364,-112.89064461041364,-128.89064461041363,19,Monday,NY_LATE,2024,2024Q3,-215.68453770956398,43.39470584588723,True
2024-08-01 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2448.71,229.22273360259092,221.22273360259092,205.22273360259092,17,Thursday,NY_LATE,2024,2024Q3,-116.48510435628535,358.50860420649997,True
2024-08-08 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2413.7,-168.040767286739,-176.040767286739,-192.040767286739,17,Thursday,NY_LATE,2024,2024Q3,-178.26987479196532,7.172560189387944,True
2024-08-12 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2453.25,12.350963008255222,4.350963008255222,-11.649036991744778,17,Monday,NY_LATE,2024,2024Q3,-107.70335005403365,25.705365024355498,True
2024-09-04 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2494.02,-45.78952855229801,-53.78952855229801,-69.78952855229801,18,Wednesday,NY_LATE,2024,2024Q3,-139.05637773358293,10.315278251620263,True
2024-09-12 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2553.33,-105.23512432783821,-113.23512432783821,-129.2351243278382,18,Thursday,NY_LATE,2024,2024Q3,-140.09831596263567,33.28277390504786,True
2024-09-23 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2630.4,-108.38655717761547,-116.38655717761547,-132.3865571776155,17,Monday,NY_LATE,2024,2024Q3,-150.6017329309295,29.856209748453377,True
2024-10-01 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2662.43,21.409013570309334,13.409013570309334,-2.590986429690666,20,Tuesday,NY_LATE,2024,2024Q4,-9.11867790428178,95.13373323120966,False
2024-10-10 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2625.46,-113.88480494846753,-121.88480494846753,-137.88480494846755,17,Thursday,NY_LATE,2024,2024Q4,-154.9803321596377,34.32091970892115,True
2024-10-25 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2737.06,-118.7405464257263,-126.7405464257263,-142.74054642572628,18,Friday,NY_LATE,2024,2024Q4,-125.01307856882637,45.25219012526005,True
2024-11-14 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2572.92,-150.14069617399707,-158.14069617399707,-174.14069617399707,19,Thursday,NY_LATE,2024,2024Q4,-160.9177820267682,71.95033156654374,True
2024-12-10 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2687.33,29.285573413015964,21.285573413015964,5.285573413015964,17,Tuesday,NY_LATE,2024,2024Q4,-142.2901412997224,48.08429333662323,True
2024-12-31 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2625.29,-55.99381401673709,-63.99381401673709,-79.99381401673709,18,Tuesday,NY_LATE,2024,2024Q4,-149.8926925905353,13.34965805804389,True
2025-01-10 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2696.18,90.31296130080358,82.31296130080358,66.31296130080358,19,Friday,NY_LATE,2025,2025Q1,-4.411704734612609,148.64361291682337,False
2025-01-21 19:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2740.28,-64.04455019195066,-72.04455019195066,-88.04455019195066,19,Tuesday,NY_LATE,2025,2025Q1,-84.16740846884707,16.119186949672404,False
2025-01-23 21:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2754.28,63.13809779688428,55.13809779688428,39.13809779688428,21,Thursday,NY_LATE,2025,2025Q1,-114.20982735723672,87.57054904646733,True
2025-01-30 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2790.65,-96.7516528407364,-104.7516528407364,-120.7516528407364,18,Thursday,NY_LATE,2025,2025Q1,-140.7878466701995,66.19052772066425,True
2025-02-03 18:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2814.23,-215.6184817872031,-223.6184817872031,-239.6184817872031,18,Monday,NY_LATE,2025,2025Q1,-237.38491532126483,24.578514104149907,True
2025-02-18 17:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2927.13,-39.25346670629493,-47.25346670629493,-63.25346670629493,17,Tuesday,NY_LATE,2025,2025Q1,-94.44880610753104,28.745280497750603,False
2025-03-03 20:00:00+00:00,41B_NY_IMPULSE_EXHAUSTION_REVERSAL,NY_EXHAUST_REV_SHORT_L6_M1.5,SHORT,48,2890.07,-95.04960087471926,-103.04960087471926,-119.04960087471926,20,Monday,NY_LATE,2025,2025Q1,-136.5828353395282,40.36894856606965,True
