ts_utc,family,candidate,side,horizon_h,entry_close,raw_return_bps,cost_return_bps,slip16_return_bps,hour_utc,weekday,session_utc,year,quarter,mae_bps,mfe_bps,touch_stop_100bps
2023-01-12 14:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1887.32,48.110548290698496,40.110548290698496,24.110548290698496,14,Thursday,LONDON_NY_OVERLAP,2023,2023Q1,-98.65841510713568,117.62711145963722,False
2023-01-24 08:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1939.57,-32.27519501745269,-40.27519501745269,-56.27519501745269,8,Tuesday,LONDON_OPEN,2023,2023Q1,-116.57222992725092,14.229958186608993,True
2023-03-01 08:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1834.7,-14.11674933231688,-22.11674933231688,-38.11674933231688,8,Wednesday,LONDON_OPEN,2023,2023Q1,-23.92761759415718,52.924183790266085,False
2023-03-03 11:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1845.71,30.340627725915503,22.340627725915503,6.340627725915503,11,Friday,LONDON_MID,2023,2023Q1,-36.625472040570095,67.67043576726638,False
2023-03-15 13:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1918.01,46.19371119024329,38.19371119024329,22.19371119024329,13,Wednesday,LONDON_NY_OVERLAP,2023,2023Q1,-55.05706435315783,100.26016548401628,False
2023-03-17 14:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1944.91,199.64934110061617,191.64934110061617,175.64934110061617,14,Friday,LONDON_NY_OVERLAP,2023,2023Q1,-3.1363919153082342,333.1259544143439,False
2023-04-13 16:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,2046.41,-112.39194491817427,-120.39194491817427,-136.39194491817426,16,Thursday,LONDON_NY_OVERLAP,2023,2023Q2,-142.9821003611198,10.701667798729275,True
2023-10-11 10:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1867.75,58.41252844331457,50.41252844331457,34.41252844331457,10,Wednesday,LONDON_MID,2023,2023Q4,-6.264221657074076,78.65078302770723,False
2023-10-12 14:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1883.36,68.70699175940854,60.70699175940854,44.70699175940854,14,Thursday,LONDON_NY_OVERLAP,2023,2023Q4,-82.9899753631802,86.86602667572929,False
2023-10-18 12:00:00+00:00,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,1944.37,32.60696266657037,24.606962666570368,8.606962666570368,12,Wednesday,LONDON_NY_OVERLAP,2023,2023Q4,-31.578351856899054,93.70644476102808,False
