family,design,guard_variant,geometry,direction,session,entry_utc,entry_price,tp_usd,sl_usd,horizon_hours,exit_utc,exit_price,exit_reason,gross_usd_x1,net_x1,net_x3,net_x4,year,reason,regime_note,macro_labels
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,new_york,2022-05-04T20:00:00+00:00,1885.78,10.0,8.0,3,2022-05-04T21:58:00+00:00,1881.01,time_exit,-4.77,-5.12,-5.82,-6.17,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,new_york,2022-05-04T20:00:00+00:00,1885.78,12.0,8.0,3,2022-05-04T21:58:00+00:00,1881.01,time_exit,-4.77,-5.12,-5.82,-6.17,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,new_york,2022-05-04T20:00:00+00:00,1885.78,12.0,10.0,6,2022-05-05T01:59:00+00:00,1895.69,time_exit,9.91,9.56,8.86,8.51,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,new_york,2022-05-04T20:00:00+00:00,1885.78,15.0,10.0,6,2022-05-05T01:59:00+00:00,1895.69,time_exit,9.91,9.56,8.86,8.51,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,new_york,2022-05-04T20:00:00+00:00,1885.78,15.0,12.0,6,2022-05-05T01:59:00+00:00,1895.69,time_exit,9.91,9.56,8.86,8.51,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,new_york,2022-05-04T20:00:00+00:00,1885.78,18.0,12.0,12,2022-05-05T07:59:00+00:00,1897.41,time_exit,11.63,11.28,10.58,10.23,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,new_york,2022-05-04T20:00:00+00:00,1885.78,18.0,15.0,12,2022-05-05T07:59:00+00:00,1897.41,time_exit,11.63,11.28,10.58,10.23,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,new_york,2022-05-04T20:00:00+00:00,1885.78,24.0,15.0,12,2022-05-05T07:59:00+00:00,1897.41,time_exit,11.63,11.28,10.58,10.23,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london,2022-05-11T09:00:00+00:00,1848.54,10.0,8.0,3,2022-05-11T11:59:00+00:00,1852.39,time_exit,3.85,3.5,2.8,2.45,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london,2022-05-11T09:00:00+00:00,1848.54,12.0,8.0,3,2022-05-11T11:59:00+00:00,1852.39,time_exit,3.85,3.5,2.8,2.45,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london,2022-05-11T09:00:00+00:00,1848.54,12.0,10.0,6,2022-05-11T13:38:00+00:00,1838.54,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london,2022-05-11T09:00:00+00:00,1848.54,15.0,10.0,6,2022-05-11T13:38:00+00:00,1838.54,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london,2022-05-11T09:00:00+00:00,1848.54,15.0,12.0,6,2022-05-11T13:39:00+00:00,1836.54,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london,2022-05-11T09:00:00+00:00,1848.54,18.0,12.0,12,2022-05-11T13:39:00+00:00,1836.54,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,london,2022-05-11T09:00:00+00:00,1848.54,18.0,15.0,12,2022-05-11T20:59:00+00:00,1852.93,time_exit,4.39,4.04,3.34,2.99,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,london,2022-05-11T09:00:00+00:00,1848.54,24.0,15.0,12,2022-05-11T20:59:00+00:00,1852.93,time_exit,4.39,4.04,3.34,2.99,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,new_york,2022-05-16T20:00:00+00:00,1822.44,10.0,8.0,3,2022-05-16T21:58:00+00:00,1823.71,time_exit,1.27,0.92,0.22,-0.13,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,new_york,2022-05-16T20:00:00+00:00,1822.44,12.0,8.0,3,2022-05-16T21:58:00+00:00,1823.71,time_exit,1.27,0.92,0.22,-0.13,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,new_york,2022-05-16T20:00:00+00:00,1822.44,12.0,10.0,6,2022-05-17T01:59:00+00:00,1825.3,time_exit,2.86,2.51,1.81,1.46,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,new_york,2022-05-16T20:00:00+00:00,1822.44,15.0,10.0,6,2022-05-17T01:59:00+00:00,1825.3,time_exit,2.86,2.51,1.81,1.46,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,new_york,2022-05-16T20:00:00+00:00,1822.44,15.0,12.0,6,2022-05-17T01:59:00+00:00,1825.3,time_exit,2.86,2.51,1.81,1.46,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,new_york,2022-05-16T20:00:00+00:00,1822.44,18.0,12.0,12,2022-05-17T07:59:00+00:00,1830.09,time_exit,7.65,7.3,6.6,6.25,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,new_york,2022-05-16T20:00:00+00:00,1822.44,18.0,15.0,12,2022-05-17T07:59:00+00:00,1830.09,time_exit,7.65,7.3,6.6,6.25,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,new_york,2022-05-16T20:00:00+00:00,1822.44,24.0,15.0,12,2022-05-17T07:59:00+00:00,1830.09,time_exit,7.65,7.3,6.6,6.25,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london,2022-05-19T11:00:00+00:00,1829.4,10.0,8.0,3,2022-05-19T13:36:00+00:00,1839.4,take_profit,10.0,9.65,8.95,8.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london,2022-05-19T11:00:00+00:00,1829.4,12.0,8.0,3,2022-05-19T13:59:00+00:00,1838.11,time_exit,8.71,8.36,7.66,7.31,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london,2022-05-19T11:00:00+00:00,1829.4,12.0,10.0,6,2022-05-19T15:03:00+00:00,1841.4,take_profit,12.0,11.65,10.95,10.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london,2022-05-19T11:00:00+00:00,1829.4,15.0,10.0,6,2022-05-19T15:09:00+00:00,1844.4,take_profit,15.0,14.65,13.95,13.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london,2022-05-19T11:00:00+00:00,1829.4,15.0,12.0,6,2022-05-19T15:09:00+00:00,1844.4,take_profit,15.0,14.65,13.95,13.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london,2022-05-19T11:00:00+00:00,1829.4,18.0,12.0,12,2022-05-19T16:18:00+00:00,1847.4,take_profit,18.0,17.65,16.95,16.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,london,2022-05-19T11:00:00+00:00,1829.4,18.0,15.0,12,2022-05-19T16:18:00+00:00,1847.4,take_profit,18.0,17.65,16.95,16.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,london,2022-05-19T11:00:00+00:00,1829.4,24.0,15.0,12,2022-05-19T21:58:00+00:00,1841.86,time_exit,12.46,12.11,11.41,11.06,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,10.0,8.0,3,2022-06-01T16:59:00+00:00,1845.43,time_exit,1.34,0.99,0.29,-0.06,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,12.0,8.0,3,2022-06-01T16:59:00+00:00,1845.43,time_exit,1.34,0.99,0.29,-0.06,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,12.0,10.0,6,2022-06-01T19:59:00+00:00,1848.68,time_exit,4.59,4.24,3.54,3.19,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,15.0,10.0,6,2022-06-01T19:59:00+00:00,1848.68,time_exit,4.59,4.24,3.54,3.19,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,15.0,12.0,6,2022-06-01T19:59:00+00:00,1848.68,time_exit,4.59,4.24,3.54,3.19,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,18.0,12.0,12,2022-06-02T01:59:00+00:00,1847.11,time_exit,3.02,2.67,1.97,1.62,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,18.0,15.0,12,2022-06-02T01:59:00+00:00,1847.11,time_exit,3.02,2.67,1.97,1.62,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,london_ny_overlap,2022-06-01T14:00:00+00:00,1844.09,24.0,15.0,12,2022-06-02T01:59:00+00:00,1847.11,time_exit,3.02,2.67,1.97,1.62,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,10.0,8.0,3,2022-06-02T17:59:00+00:00,1867.62,time_exit,3.83,3.48,2.78,2.43,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,12.0,8.0,3,2022-06-02T17:59:00+00:00,1867.62,time_exit,3.83,3.48,2.78,2.43,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,12.0,10.0,6,2022-06-02T20:59:00+00:00,1869.44,time_exit,5.65,5.3,4.6,4.25,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,15.0,10.0,6,2022-06-02T20:59:00+00:00,1869.44,time_exit,5.65,5.3,4.6,4.25,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,15.0,12.0,6,2022-06-02T20:59:00+00:00,1869.44,time_exit,5.65,5.3,4.6,4.25,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,18.0,12.0,12,2022-06-03T02:59:00+00:00,1871.73,time_exit,7.94,7.59,6.89,6.54,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,18.0,15.0,12,2022-06-03T02:59:00+00:00,1871.73,time_exit,7.94,7.59,6.89,6.54,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,london_ny_overlap,2022-06-02T15:00:00+00:00,1863.79,24.0,15.0,12,2022-06-03T02:59:00+00:00,1871.73,time_exit,7.94,7.59,6.89,6.54,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,10.0,8.0,3,2022-06-10T16:56:00+00:00,1865.74,take_profit,10.0,9.65,8.95,8.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,12.0,8.0,3,2022-06-10T17:00:00+00:00,1867.74,take_profit,12.0,11.65,10.95,10.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,12.0,10.0,6,2022-06-10T17:00:00+00:00,1867.74,take_profit,12.0,11.65,10.95,10.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,15.0,10.0,6,2022-06-10T17:22:00+00:00,1870.74,take_profit,15.0,14.65,13.95,13.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,15.0,12.0,6,2022-06-10T17:22:00+00:00,1870.74,take_profit,15.0,14.65,13.95,13.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,18.0,12.0,12,2022-06-10T17:25:00+00:00,1873.74,take_profit,18.0,17.65,16.95,16.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,18.0,15.0,12,2022-06-10T17:25:00+00:00,1873.74,take_profit,18.0,17.65,16.95,16.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,london_ny_overlap,2022-06-10T16:00:00+00:00,1855.74,24.0,15.0,12,2022-06-10T20:58:00+00:00,1872.14,time_exit,16.4,16.05,15.35,15.0,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,asia,2022-06-13T00:00:00+00:00,1876.03,10.0,8.0,3,2022-06-13T02:19:00+00:00,1868.03,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,asia,2022-06-13T00:00:00+00:00,1876.03,12.0,8.0,3,2022-06-13T02:19:00+00:00,1868.03,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,asia,2022-06-13T00:00:00+00:00,1876.03,12.0,10.0,6,2022-06-13T02:42:00+00:00,1866.03,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,asia,2022-06-13T00:00:00+00:00,1876.03,15.0,10.0,6,2022-06-13T02:42:00+00:00,1866.03,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,asia,2022-06-13T00:00:00+00:00,1876.03,15.0,12.0,6,2022-06-13T02:51:00+00:00,1864.03,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,asia,2022-06-13T00:00:00+00:00,1876.03,18.0,12.0,12,2022-06-13T02:51:00+00:00,1864.03,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,asia,2022-06-13T00:00:00+00:00,1876.03,18.0,15.0,12,2022-06-13T03:06:00+00:00,1861.03,stop_loss,-15.0,-15.35,-16.05,-16.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,asia,2022-06-13T00:00:00+00:00,1876.03,24.0,15.0,12,2022-06-13T03:06:00+00:00,1861.03,stop_loss,-15.0,-15.35,-16.05,-16.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,10.0,8.0,3,2022-06-15T15:00:00+00:00,1822.95,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,12.0,8.0,3,2022-06-15T15:00:00+00:00,1822.95,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,12.0,10.0,6,2022-06-15T15:09:00+00:00,1820.95,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,15.0,10.0,6,2022-06-15T15:09:00+00:00,1820.95,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,15.0,12.0,6,2022-06-15T15:52:00+00:00,1818.95,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,18.0,12.0,12,2022-06-15T15:52:00+00:00,1818.95,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,18.0,15.0,12,2022-06-15T19:03:00+00:00,1815.95,stop_loss,-15.0,-15.35,-16.05,-16.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,london_ny_overlap,2022-06-15T13:00:00+00:00,1830.95,24.0,15.0,12,2022-06-15T19:03:00+00:00,1815.95,stop_loss,-15.0,-15.35,-16.05,-16.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,new_york,2022-06-16T17:00:00+00:00,1845.24,10.0,8.0,3,2022-06-16T19:59:00+00:00,1849.12,time_exit,3.88,3.53,2.83,2.48,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,new_york,2022-06-16T17:00:00+00:00,1845.24,12.0,8.0,3,2022-06-16T19:59:00+00:00,1849.12,time_exit,3.88,3.53,2.83,2.48,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,new_york,2022-06-16T17:00:00+00:00,1845.24,12.0,10.0,6,2022-06-16T21:56:00+00:00,1857.24,take_profit,12.0,11.65,10.95,10.6,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,new_york,2022-06-16T17:00:00+00:00,1845.24,15.0,10.0,6,2022-06-16T21:58:00+00:00,1856.45,time_exit,11.21,10.86,10.16,9.81,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,new_york,2022-06-16T17:00:00+00:00,1845.24,15.0,12.0,6,2022-06-16T21:58:00+00:00,1856.45,time_exit,11.21,10.86,10.16,9.81,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,new_york,2022-06-16T17:00:00+00:00,1845.24,18.0,12.0,12,2022-06-17T04:59:00+00:00,1841.96,time_exit,-3.28,-3.63,-4.33,-4.68,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,new_york,2022-06-16T17:00:00+00:00,1845.24,18.0,15.0,12,2022-06-17T04:59:00+00:00,1841.96,time_exit,-3.28,-3.63,-4.33,-4.68,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,new_york,2022-06-16T17:00:00+00:00,1845.24,24.0,15.0,12,2022-06-17T04:59:00+00:00,1841.96,time_exit,-3.28,-3.63,-4.33,-4.68,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,10.0,8.0,3,2022-06-22T14:31:00+00:00,1836.54,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,12.0,8.0,3,2022-06-22T14:31:00+00:00,1836.54,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,12.0,10.0,6,2022-06-22T19:59:00+00:00,1837.68,time_exit,-6.86,-7.21,-7.91,-8.26,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,15.0,10.0,6,2022-06-22T19:59:00+00:00,1837.68,time_exit,-6.86,-7.21,-7.91,-8.26,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,15.0,12.0,6,2022-06-22T19:59:00+00:00,1837.68,time_exit,-6.86,-7.21,-7.91,-8.26,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,18.0,12.0,12,2022-06-23T01:59:00+00:00,1835.55,time_exit,-8.99,-9.34,-10.04,-10.39,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl15_h12,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,18.0,15.0,12,2022-06-23T01:59:00+00:00,1835.55,time_exit,-8.99,-9.34,-10.04,-10.39,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp24_sl15_h12_control,long,london_ny_overlap,2022-06-22T14:00:00+00:00,1844.54,24.0,15.0,12,2022-06-23T01:59:00+00:00,1835.55,time_exit,-8.99,-9.34,-10.04,-10.39,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp10_sl8_h3,long,london_ny_overlap,2022-06-29T14:00:00+00:00,1831.13,10.0,8.0,3,2022-06-29T14:44:00+00:00,1823.13,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl8_h3,long,london_ny_overlap,2022-06-29T14:00:00+00:00,1831.13,12.0,8.0,3,2022-06-29T14:44:00+00:00,1823.13,stop_loss,-8.0,-8.35,-9.05,-9.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp12_sl10_h6,long,london_ny_overlap,2022-06-29T14:00:00+00:00,1831.13,12.0,10.0,6,2022-06-29T14:50:00+00:00,1821.13,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl10_h6,long,london_ny_overlap,2022-06-29T14:00:00+00:00,1831.13,15.0,10.0,6,2022-06-29T14:50:00+00:00,1821.13,stop_loss,-10.0,-10.35,-11.05,-11.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp15_sl12_h6,long,london_ny_overlap,2022-06-29T14:00:00+00:00,1831.13,15.0,12.0,6,2022-06-29T14:54:00+00:00,1819.13,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
baseline_sma_distance_v1_control,control_v1_long,unguarded,tp18_sl12_h12,long,london_ny_overlap,2022-06-29T14:00:00+00:00,1831.13,18.0,12.0,12,2022-06-29T14:54:00+00:00,1819.13,stop_loss,-12.0,-12.35,-13.05,-13.4,2022,close_minus_sma10_ge_10,baseline_control,
