candidate,signal_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,max_drawdown_x4,sibling_group,member_quality
handoff_align_follow_h13_tp06_sl065,13,2.6128417654005966,2.1748923076924322,0.8461538461538461,1.7346594182644897,-17.530299999999713,session_handoff_imbalance_v1::handoff_align_follow_h13_h14_repaired_tp06_sl065,GOOD_MEMBER
handoff_align_follow_h14_tp06_sl065,12,2.8519899734971554,2.202660416666519,0.8333333333333334,5.536625276734486,-14.27217500000079,session_handoff_imbalance_v1::handoff_align_follow_h13_h14_repaired_tp06_sl065,GOOD_MEMBER
