signal_id,candidate_id,variant,family,side,horizon_bars,horizon_minutes,cooldown_bars,params_json,signal_dt,entry_dt,exit_target_dt,session,hour,signal_open,signal_high,signal_low,signal_close,pdh,pdl,asia_high,asia_low,asia_range,detected_wall_utc,forward_valid,status,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,resolved_wall_utc,authorization
C2_ASIA_HIGH_NY_H48_20260616T120000,C2_ASIA_HIGH_NY_H48,asia_high_breakout_long_close2_range4-35_new_york_only_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""buffer_usd"": 0.2, ""close_above"": 2.0, ""session_set"": ""new_york_only""}",2026-06-16 12:00:00+00:00,2026-06-16 12:15:00+00:00,2026-06-17 00:15:00+00:00,new_york,12,4342.7,4347.76,4340.7,4347.19,4246.42,4170.1,4332.62,4305.74,26.88000000000011,2026-06-16 09:39:26+00:00,True,open_shadow,4347.18,m15_exact_open,4344.94,-2.24,-2.59,-2.94,-3.64,-1.27,2.28,,RESEARCH_SHORTLIST_FORWARD_SHADOW_ONLY_NO_ORDER
