stage,decision_scope,promotion,candidate,family,side,horizon_hours,lookback_hours,trigger_type,threshold,entry_idx,entry_utc,exit_idx,exit_utc,year,entry_close,exit_close,final_bps,mfe_bps,mae_bps,max_adverse_hour,max_favorable_hour,source_stage39a_residual_bps,source_stage39a_event_clock_n
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,2042,2022-08-29T04:00:00+00:00,2114,2022-09-01T04:00:00+00:00,2022,1723.6,1703.34,-117.54467393826906,126.01531677883582,-118.18287305639275,72,13,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,2367,2022-09-15T17:00:00+00:00,2439,2022-09-20T17:00:00+00:00,2022,1668.21,1665.13,-18.46290335149603,134.8151611607662,-85.60073372057442,18,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,2507,2022-09-23T13:00:00+00:00,2579,2022-09-28T13:00:00+00:00,2022,1643.38,1628.6,-89.93659409266441,89.57149289878119,-175.0660224658951,69,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,2775,2022-10-10T17:00:00+00:00,2847,2022-10-13T17:00:00+00:00,2022,1667.54,1648.9,-111.78142653249567,97.08912529834413,-151.78046703527292,71,26,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,2875,2022-10-14T21:00:00+00:00,2947,2022-10-19T21:00:00+00:00,2022,1642.2,1628.14,-85.61685543782671,158.62866885884674,-88.5397637315799,72,19,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,3203,2022-11-03T12:00:00+00:00,3275,2022-11-08T12:00:00+00:00,2022,1621.27,1670.3,302.4172408050485,372.6091274124621,-29.729779740573782,1,52,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,3475,2022-11-18T20:00:00+00:00,3547,2022-11-23T20:00:00+00:00,2022,1748.85,1743.5,-30.59153157789374,22.814992709494497,-130.5429282099657,67,4,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,4662,2023-01-31T10:00:00+00:00,4734,2023-02-03T10:00:00+00:00,2023,1906.74,1911.97,27.4290149679568,277.17465412169463,-31.939331004751104,4,47,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,4739,2023-02-03T15:00:00+00:00,4811,2023-02-08T15:00:00+00:00,2023,1886.59,1877.67,-47.28107325915998,158.43399996819718,-142.32027096507395,8,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,4925,2023-02-15T09:00:00+00:00,4997,2023-02-20T09:00:00+00:00,2023,1835.53,1845.9,56.49594395079394,58.2393096271927,-91.1998169466044,49,72,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,5099,2023-02-24T16:00:00+00:00,5171,2023-03-01T16:00:00+00:00,2023,1812.8,1842.27,162.56619593998155,174.3711385701685,-45.730361871137994,42,72,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,5268,2023-03-07T17:00:00+00:00,5340,2023-03-10T17:00:00+00:00,2023,1817.88,1862.96,247.98116487336762,271.7451096882084,-46.97779831452142,12,72,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,6038,2023-04-21T16:00:00+00:00,6110,2023-04-26T16:00:00+00:00,2023,1973.74,2003.03,148.3984719365261,179.912247813796,-11.146351596461601,1,72,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,6394,2023-05-12T12:00:00+00:00,6466,2023-05-17T12:00:00+00:00,2023,2002.71,1983.9,-93.9227346944882,98.46657778709967,-94.32219342790593,72,4,12.930408592169847,87
