stage,decision_scope,promotion,candidate,family,side,horizon_hours,lookback_hours,trigger_type,threshold,entry_idx,entry_utc,exit_idx,exit_utc,year,entry_close,exit_close,final_bps,mfe_bps,mae_bps,max_adverse_hour,max_favorable_hour,source_stage39a_residual_bps,source_stage39a_event_clock_n
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,6613,2023-05-25T15:00:00+00:00,6685,2023-05-30T16:00:00+00:00,2023,1943.57,1952.69,46.92395951779504,100.12502765529341,-59.99269385717931,64,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,6961,2023-06-15T04:00:00+00:00,7033,2023-06-20T05:00:00+00:00,2023,1933.25,1949.9,86.12440191387627,178.86977886977905,-44.795034268718666,11,35,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,7093,2023-06-22T17:00:00+00:00,7165,2023-06-27T17:00:00+00:00,2023,1915.22,1917.1,9.816104677269344,114.76488340764979,-27.62084773550777,12,23,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,7211,2023-06-29T15:00:00+00:00,7283,2023-07-04T15:00:00+00:00,2023,1896.03,1926.67,161.6008185524498,184.016075695006,-16.508177613222543,1,50,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,7691,2023-07-27T16:00:00+00:00,7763,2023-08-01T16:00:00+00:00,2023,1945.37,1947.77,12.336984738121615,138.7910783038704,-14.49595706729312,3,48,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,7908,2023-08-09T17:00:00+00:00,7980,2023-08-14T17:00:00+00:00,2023,1917.21,1908.35,-46.21298657945694,66.39856875355399,-76.51743940413458,71,22,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,8033,2023-08-16T22:00:00+00:00,8105,2023-08-21T22:00:00+00:00,2023,1892.07,1894.22,11.363215948669847,60.04006194274103,-39.427716733524406,55,18,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,8362,2023-09-05T16:00:00+00:00,8434,2023-09-08T16:00:00+00:00,2023,1927.65,1928.59,4.876403911497906,33.61606100692471,-64.58641350867711,25,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,8480,2023-09-12T14:00:00+00:00,8552,2023-09-15T14:00:00+00:00,2023,1912.88,1919.12,32.6209694282964,36.594036217640905,-62.36669315377918,51,72,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,8724,2023-09-26T18:00:00+00:00,8796,2023-09-29T18:00:00+00:00,2023,1902.24,1854.58,-250.54672386239375,21.553536882832347,-263.7416940028603,72,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,9439,2023-11-07T10:00:00+00:00,9511,2023-11-10T10:00:00+00:00,2023,1966.69,1954.9,-59.94844128967891,21.66075995708505,-113.03255724084637,48,18,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,10024,2023-12-11T16:00:00+00:00,10096,2023-12-14T16:00:00+00:00,2023,1986.76,2043.14,283.7786144275101,307.7372203990425,-69.40949082928971,40,72,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,10384,2024-01-03T13:00:00+00:00,10456,2024-01-08T12:00:00+00:00,2024,2047.24,2027.38,-97.00865555577253,81.47554756648078,-110.97868349582818,50,52,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,10535,2024-01-11T19:00:00+00:00,10607,2024-01-16T19:00:00+00:00,2024,2014.13,2025.08,54.36590488200777,238.61419074240553,-5.213168961288872,0,21,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,10630,2024-01-17T18:00:00+00:00,10702,2024-01-22T17:00:00+00:00,2024,2005.27,2024.11,93.95243533289799,169.6529644387046,-18.351643419589614,2,45,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,10942,2024-02-05T15:00:00+00:00,11014,2024-02-08T15:00:00+00:00,2024,2015.65,2020.89,25.996576786644354,143.17961947758695,-4.9611787760772685,1,49,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,11064,2024-02-12T16:00:00+00:00,11136,2024-02-15T16:00:00+00:00,2024,2014.75,2003.7,-54.84551433180273,74.8479960292836,-152.5251271869965,49,23,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,12247,2024-04-22T14:00:00+00:00,12319,2024-04-25T14:00:00+00:00,2024,2341.91,2328.51,-57.21825347686171,66.44149433582047,-216.1483575372236,22,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,12393,2024-04-30T15:00:00+00:00,12465,2024-05-03T15:00:00+00:00,2024,2305.92,2304.61,-5.681029697474083,96.83770469053555,-106.2482653344432,16,30,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,12809,2024-05-23T20:00:00+00:00,12881,2024-05-28T20:00:00+00:00,2024,2331.95,2357.03,107.54947576063101,137.9960976864858,-28.64555414995973,9,68,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,12954,2024-05-31T21:00:00+00:00,13026,2024-06-05T20:00:00+00:00,2024,2322.73,2355.0,138.9313437205364,149.0487486707437,-35.26023257115596,13,70,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,13076,2024-06-07T22:00:00+00:00,13148,2024-06-12T21:00:00+00:00,2024,2287.98,2322.74,151.92440493360772,234.3551954125478,-6.031521254556971,1,67,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,13895,2024-07-25T20:00:00+00:00,13967,2024-07-30T19:00:00+00:00,2024,2355.93,2399.88,186.55053418395352,199.36925120865422,-13.243177853331511,0,28,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,14523,2024-08-30T19:00:00+00:00,14595,2024-09-04T19:00:00+00:00,2024,2497.51,2496.76,-3.002990979015241,38.35820477195328,-103.50308907672189,65,17,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,15167,2024-10-08T10:00:00+00:00,15239,2024-10-11T10:00:00+00:00,2024,2633.81,2645.41,44.04266063231521,72.6324222324326,-110.94194342036734,8,5,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,15678,2024-11-06T13:00:00+00:00,15750,2024-11-11T12:00:00+00:00,2024,2698.98,2661.7,-138.12625510378095,87.2922363263151,-206.55951507606574,14,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,15755,2024-11-11T17:00:00+00:00,15827,2024-11-14T17:00:00+00:00,2024,2614.34,2570.05,-169.41178270615143,48.42522395709814,-297.55119839041555,66,10,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,16197,2024-12-06T03:00:00+00:00,16269,2024-12-11T02:00:00+00:00,2024,2617.43,2700.88,318.82419014071183,322.1862666814412,-20.248870074843772,0,70,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,16410,2024-12-18T22:00:00+00:00,16482,2024-12-23T21:00:00+00:00,2024,2592.32,2610.87,71.55752376249768,157.69658066905112,-38.22830514751408,3,60,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,16572,2024-12-30T17:00:00+00:00,16644,2025-01-03T17:00:00+00:00,2024,2601.59,2643.9,162.63131392725282,244.6580744852178,-21.4099838944648,1,60,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,17538,2025-02-25T17:00:00+00:00,17610,2025-02-28T17:00:00+00:00,2025,2905.62,2850.08,-191.14681204011498,101.14880817175154,-251.27167351546186,72,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,17759,2025-03-10T19:00:00+00:00,17831,2025-03-13T19:00:00+00:00,2025,2886.03,2979.58,324.1477046323138,344.5217132185041,-20.47795760958926,1,71,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,18214,2025-04-04T16:00:00+00:00,18286,2025-04-09T15:00:00+00:00,2025,3061.87,3047.23,-47.81391763856724,83.67435586749127,-345.540470366148,29,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,18637,2025-05-01T03:00:00+00:00,18709,2025-05-06T02:00:00+00:00,2025,3246.42,3334.07,269.9897117440142,281.44848787279517,-137.41290406047324,12,71,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,18814,2025-05-12T10:00:00+00:00,18886,2025-05-15T10:00:00+00:00,2025,3222.56,3142.12,-249.61521275011168,170.5166079142062,-316.7978253314141,71,0,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,19117,2025-05-29T00:00:00+00:00,19189,2025-06-02T23:00:00+00:00,2025,3259.69,3381.43,373.47109694480184,378.07276152026725,-44.11462439679825,4,72,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,19290,2025-06-09T03:00:00+00:00,19362,2025-06-12T03:00:00+00:00,2025,3305.23,3365.57,182.5591562463136,205.79505813513643,-35.912780653690746,2,69,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,19560,2025-06-24T08:00:00+00:00,19632,2025-06-27T08:00:00+00:00,2025,3331.88,3296.96,-104.80569528314332,54.62381598376753,-128.3959806475632,72,51,12.930408592169847,87
Stage39B_EVENT_PATH_AND_TRADABILITY_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,120,bb_lower,2.5,19639,2025-06-27T15:00:00+00:00,19711,2025-07-02T14:00:00+00:00,2025,3269.87,3342.21,221.23203674763835,268.5427861046463,-66.51640585099705,9,49,12.930408592169847,87
