signal_time,entry_time,exit_time,direction,entry,exit,tp,sl,gross,net_x1,net_x4,exit_reason,family,candidate,entry_time_dt,year,month,net_x2,net_x6,net_x8,entry_timestamp,direction_norm,pnl_x1_norm,pnl_x4_norm,pnl_x6_norm,date,day_open,day_high,day_low,day_close,day_range,day_dir,prior_day_range,prior_day_dir,prior_day_close,asia_open,asia_high,asia_low,asia_close,asia_range,asia_dir,london_open,london_high,london_low,london_close,london_range,london_move,london_dir,london_eff,early_ny_high,early_ny_low,early_ny_range,trade_dir_num,align_london,align_prior_day,entry_hour
2022-11-01 13:00:00,2022-11-01 13:01:00,2022-11-01 13:08:00,long,1650.8,1653.19143,1653.19143,1648.20929,2.39143,2.04143,0.9914300000000004,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2022-11-01 13:01:00,2022,2022-11,1.6914300000000002,0.2914300000000005,-0.4085699999999996,2022-11-01 13:01:00+00:00,long,2.04143,0.9914300000000004,0.2914300000000005,2022-11-01,1632.18,1656.85,1630.45,1647.55,26.399999999999864,1.0,13.769999999999982,-1.0,1633.4,1632.18,1639.89,1630.45,1637.74,9.440000000000055,1.0,1637.64,1652.65,1637.5,1650.8,15.150000000000091,13.159999999999854,1.0,0.8686468646864538,1656.85,1650.59,6.259999999999991,1,1.0,0.0,13
2022-12-23 13:00:00,2022-12-23 13:01:00,2022-12-23 13:39:00,long,1798.63,1796.97575,1800.157,1796.97575,-1.65425,-2.00425,-3.05425,sl_conservative,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2022-12-23 13:01:00,2022,2022-12,-2.35425,-3.75425,-4.45425,2022-12-23 13:01:00+00:00,long,-2.00425,-3.05425,-3.75425,2022-12-23,1792.28,1803.1,1791.01,1797.25,12.089999999999918,1.0,35.58999999999992,-1.0,1792.22,1792.28,1795.39,1791.12,1794.75,4.270000000000209,1.0,1794.72,1799.15,1794.32,1798.49,4.830000000000155,3.769999999999982,1.0,0.780538302277404,1799.53,1796.24,3.2899999999999636,1,1.0,0.0,13
2023-01-27 13:00:00,2023-01-27 13:01:00,2023-01-27 13:25:00,long,1928.46,1930.72414,1930.72414,1926.00718,2.26414,1.91414,0.8641399999999999,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-01-27 13:01:00,2023,2023-01,1.56414,0.1641400000000001,-0.53586,2023-01-27 13:01:00+00:00,long,1.91414,0.8641399999999999,0.1641400000000001,2023-01-27,1928.46,1934.85,1916.51,1926.59,18.339999999999918,-1.0,30.470000000000027,-1.0,1928.94,1928.46,1934.73,1919.66,1921.49,15.069999999999936,-1.0,1921.47,1929.01,1921.18,1928.31,7.829999999999927,6.839999999999918,1.0,0.8735632183908023,1932.17,1927.65,4.519999999999982,1,1.0,0.0,13
2023-02-15 13:00:00,2023-02-15 13:01:00,2023-02-15 15:30:00,short,1835.6,1833.09457,1833.09457,1838.31421,2.50543,2.15543,1.10543,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-02-15 13:01:00,2023,2023-02,1.80543,0.4054300000000004,-0.2945699999999998,2023-02-15 13:01:00+00:00,short,2.15543,1.10543,0.4054300000000004,2023-02-15,1853.81,1859.97,1830.46,1835.79,29.50999999999999,-1.0,27.169999999999845,1.0,1854.26,1853.81,1859.97,1846.41,1847.73,13.559999999999945,-1.0,1847.74,1847.77,1831.75,1835.29,16.019999999999982,-12.450000000000045,-1.0,0.7771535580524381,1836.98,1833.23,3.75,-1,1.0,0.0,13
2023-03-03 13:00:00,2023-03-03 13:01:00,2023-03-03 13:16:00,long,1847.04,1848.672,1848.672,1845.272,1.632,1.282,0.2319999999999999,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-03-03 13:01:00,2023,2023-03,0.932,-0.4679999999999997,-1.168,2023-03-03 13:01:00+00:00,long,1.282,0.2319999999999999,-0.4679999999999997,2023-03-03,1835.49,1856.23,1835.41,1854.68,20.819999999999936,1.0,8.949999999999818,-1.0,1835.54,1835.49,1841.42,1835.41,1838.38,6.009999999999991,1.0,1838.32,1847.75,1837.76,1846.82,9.990000000000009,8.5,1.0,0.8508508508508501,1849.12,1844.47,4.649999999999864,1,1.0,0.0,13
2023-03-16 13:00:00,2023-03-16 13:01:00,2023-03-16 13:33:00,long,1923.15,1926.45686,1926.45686,1919.56757,3.30686,2.95686,1.90686,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-03-16 13:01:00,2023,2023-03,2.60686,1.2068600000000005,0.5068600000000001,2023-03-16 13:01:00+00:00,long,2.95686,1.90686,1.2068600000000005,2023-03-16,1917.42,1933.31,1907.45,1919.3,25.8599999999999,1.0,51.57999999999993,1.0,1918.05,1917.42,1924.38,1907.45,1913.28,16.930000000000064,-1.0,1913.25,1922.95,1912.23,1922.56,10.720000000000027,9.309999999999945,1.0,0.868470149253724,1931.76,1922.18,9.579999999999927,1,1.0,1.0,13
2023-03-27 13:00:00,2023-03-27 13:01:00,2023-03-27 13:05:00,short,1956.52,1953.07771,1953.07771,1960.24914,3.44229,3.09229,2.04229,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-03-27 13:01:00,2023,2023-03,2.74229,1.3422900000000002,0.64229,2023-03-27 13:01:00+00:00,short,3.09229,2.04229,1.3422900000000002,2023-03-27,1979.33,1979.86,1943.96,1956.37,35.899999999999864,-1.0,27.830000000000155,-1.0,1978.42,1979.33,1979.86,1969.29,1974.55,10.569999999999936,-1.0,1974.55,1975.43,1955.91,1955.99,19.519999999999982,-18.559999999999945,-1.0,0.9508196721311456,1957.18,1948.16,9.019999999999982,-1,1.0,1.0,13
2023-04-03 13:00:00,2023-04-03 13:01:00,2023-04-03 13:14:00,long,1966.84,1970.356,1970.356,1963.031,3.516,3.166,2.116,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-04-03 13:01:00,2023,2023-04,2.816,1.4160000000000004,0.7160000000000002,2023-04-03 13:01:00+00:00,long,3.166,2.116,1.4160000000000004,2023-04-03,1972.11,1990.41,1949.69,1984.3,40.72000000000003,1.0,20.769999999999982,-1.0,1970.21,1972.11,1972.24,1949.69,1951.75,22.549999999999955,-1.0,1951.74,1966.96,1950.42,1966.06,16.539999999999964,14.319999999999936,1.0,0.8657799274486074,1978.72,1965.89,12.829999999999927,1,1.0,0.0,13
2023-04-26 13:00:00,2023-04-26 13:01:00,2023-04-26 14:41:00,long,1999.56,1997.24879,2001.69343,1997.24879,-2.31121,-2.66121,-3.71121,sl_conservative,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-04-26 13:01:00,2023,2023-04,-3.01121,-4.41121,-5.11121,2023-04-26 13:01:00+00:00,long,-2.66121,-3.71121,-4.41121,2023-04-26,1997.05,2009.25,1983.33,1989.22,25.920000000000073,-1.0,27.710000000000036,1.0,1996.98,1997.05,2002.38,1993.15,1994.02,9.230000000000018,-1.0,1994.03,2000.1,1994.03,1998.72,6.069999999999936,4.690000000000055,1.0,0.7726523887973812,2001.65,1991.36,10.290000000000191,1,1.0,1.0,13
2023-06-12 13:00:00,2023-06-12 13:01:00,2023-06-12 14:20:00,long,1965.26,1963.30396,1967.06557,1963.30396,-1.95604,-2.30604,-3.35604,sl_conservative,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-06-12 13:01:00,2023,2023-06,-2.65604,-4.056039999999999,-4.75604,2023-06-12 13:01:00+00:00,long,-2.30604,-3.35604,-4.056039999999999,2023-06-12,1960.19,1966.9,1949.12,1957.36,17.7800000000002,-1.0,16.450000000000045,-1.0,1959.86,1960.19,1960.37,1954.13,1958.35,6.239999999999782,-1.0,1958.32,1965.48,1956.43,1965.11,9.049999999999955,6.789999999999964,1.0,0.7502762430939224,1966.9,1961.67,5.230000000000018,1,1.0,0.0,13
2023-06-27 13:00:00,2023-06-27 13:01:00,2023-06-27 14:00:00,short,1924.12,1922.34443,1922.34443,1926.04354,1.77557,1.42557,0.3755700000000002,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-06-27 13:01:00,2023,2023-06,1.07557,-0.3244299999999995,-1.0244299999999995,2023-06-27 13:01:00+00:00,short,1.42557,0.3755700000000002,-0.3244299999999995,2023-06-27,1922.76,1930.59,1910.93,1913.51,19.659999999999854,-1.0,11.819999999999936,-1.0,1922.97,1922.76,1930.29,1920.94,1928.31,9.349999999999909,1.0,1928.33,1929.66,1923.71,1924.02,5.9500000000000455,-4.309999999999945,-1.0,0.724369747899145,1924.48,1919.61,4.870000000000118,-1,1.0,1.0,13
2023-07-04 13:00:00,2023-07-04 13:01:00,2023-07-04 14:38:00,long,1929.63,1928.31793,1930.84114,1928.31793,-1.31207,-1.66207,-2.71207,sl_conservative,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-07-04 13:01:00,2023,2023-07,-2.01207,-3.41207,-4.11207,2023-07-04 13:01:00+00:00,long,-1.66207,-2.71207,-3.41207,2023-07-04,1920.53,1930.64,1919.7,1925.66,10.940000000000055,1.0,20.950000000000045,1.0,1921.36,1920.53,1923.34,1919.7,1922.84,3.6399999999998727,1.0,1922.84,1930.55,1922.64,1929.65,7.9099999999998545,6.810000000000173,1.0,0.8609355246523765,1930.64,1927.56,3.0800000000001546,1,1.0,1.0,13
2023-07-17 13:00:00,2023-07-17 13:01:00,2023-07-17 15:18:00,long,1958.59,1956.36746,1960.64157,1956.36746,-2.22254,-2.57254,-3.62254,sl_conservative,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-07-17 13:01:00,2023,2023-07,-2.92254,-4.32254,-5.022539999999999,2023-07-17 13:01:00+00:00,long,-2.57254,-3.62254,-4.32254,2023-07-17,1953.83,1959.83,1945.74,1954.8,14.089999999999918,1.0,12.779999999999973,-1.0,1954.63,1953.83,1955.9,1950.91,1952.07,4.990000000000009,-1.0,1952.02,1959.21,1950.61,1958.64,8.600000000000136,6.620000000000118,1.0,0.7697674418604666,1959.83,1956.65,3.1799999999998363,1,1.0,0.0,13
2023-09-27 13:00:00,2023-09-27 13:01:00,2023-09-27 13:47:00,short,1895.21,1893.78329,1893.78329,1896.75561,1.42671,1.0767099999999998,0.02671,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2023-09-27 13:01:00,2023,2023-09,0.72671,-0.6732899999999997,-1.37329,2023-09-27 13:01:00+00:00,short,1.0767099999999998,0.02671,-0.6732899999999997,2023-09-27,1900.16,1903.84,1872.37,1874.81,31.470000000000027,-1.0,17.690000000000055,-1.0,1900.52,1900.16,1903.84,1899.38,1899.82,4.459999999999809,-1.0,1899.81,1899.81,1894.47,1895.42,5.339999999999918,-4.389999999999873,-1.0,0.8220973782771424,1896.23,1892.34,3.8900000000001,-1,1.0,1.0,13
2024-01-03 13:00:00,2024-01-03 13:01:00,2024-01-03 13:13:00,short,2054.78,2052.68471,2052.68471,2057.04989,2.09529,1.7452899999999998,0.69529,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-01-03 13:01:00,2024,2024-01,1.39529,-0.0047099999999997,-0.70471,2024-01-03 13:01:00+00:00,short,1.7452899999999998,0.69529,-0.0047099999999997,2024-01-03,2058.79,2065.9,2030.43,2041.16,35.47000000000003,-1.0,22.88000000000011,-1.0,2058.76,2058.79,2065.52,2058.47,2064.73,7.050000000000182,1.0,2064.74,2065.9,2052.7,2054.91,13.200000000000273,-9.829999999999927,-1.0,0.7446969696969488,2055.65,2041.55,14.100000000000136,-1,1.0,1.0,13
2024-01-08 13:00:00,2024-01-08 13:01:00,2024-01-08 13:18:00,short,2027.1,2024.44757,2024.44757,2029.97346,2.65243,2.30243,1.25243,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-01-08 13:01:00,2024,2024-01,1.95243,0.5524300000000002,-0.1475699999999999,2024-01-08 13:01:00+00:00,short,2.30243,1.25243,0.5524300000000002,2024-01-08,2043.76,2046.55,2016.53,2028.03,30.019999999999982,-1.0,39.40000000000009,1.0,2045.18,2043.76,2046.55,2035.02,2035.76,11.529999999999973,-1.0,2035.78,2036.07,2026.61,2027.38,9.460000000000036,-8.399999999999864,-1.0,0.8879492600422655,2027.67,2016.53,11.1400000000001,-1,1.0,0.0,13
2024-02-13 13:00:00,2024-02-13 13:01:00,2024-02-13 13:18:00,long,2026.61,2027.77443,2027.77443,2025.34854,1.16443,0.8144300000000001,-0.2355699999999998,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-02-13 13:01:00,2024,2024-02,0.4644300000000001,-0.9355699999999996,-1.6355699999999995,2024-02-13 13:01:00+00:00,long,0.8144300000000001,-0.2355699999999998,-0.9355699999999996,2024-02-13,2019.5,2029.83,1989.96,1992.72,39.86999999999989,-1.0,15.639999999999873,-1.0,2019.75,2019.5,2021.05,2016.64,2018.78,4.4099999999998545,-1.0,2018.77,2027.96,2018.77,2026.56,9.190000000000055,7.789999999999964,1.0,0.8476605005440606,2029.26,2026.13,3.1299999999998818,1,1.0,0.0,13
2024-03-18 13:00:00,2024-03-18 13:01:00,2024-03-18 13:30:00,long,2158.77,2160.94286,2160.94286,2156.41607,2.17286,1.82286,0.7728600000000001,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-03-18 13:01:00,2024,2024-03,1.47286,0.0728600000000003,-0.6271399999999998,2024-03-18 13:01:00+00:00,long,1.82286,0.7728600000000001,0.0728600000000003,2024-03-18,2154.67,2163.61,2146.05,2160.23,17.559999999999945,1.0,17.570000000000164,-1.0,2155.61,2154.67,2157.47,2146.05,2147.31,11.419999999999618,-1.0,2147.26,2158.47,2146.12,2158.2,12.349999999999909,10.9399999999996,1.0,0.8858299595141441,2163.61,2158.16,5.450000000000273,1,1.0,0.0,13
2024-04-05 13:00:00,2024-04-05 13:01:00,2024-04-05 13:13:00,long,2291.09,2295.083,2295.083,2286.76425,3.993,3.643,2.593,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-04-05 13:01:00,2024,2024-04,3.293,1.893,1.193,2024-04-05 13:01:00+00:00,long,3.643,2.593,1.893,2024-04-05,2290.4,2330.32,2267.78,2328.32,62.539999999999964,1.0,25.519999999999982,-1.0,2290.85,2290.4,2293.36,2267.78,2276.74,25.579999999999927,-1.0,2276.77,2293.54,2276.57,2291.13,16.9699999999998,14.360000000000127,1.0,0.8461991750147494,2296.07,2289.84,6.230000000000018,1,1.0,0.0,13
2024-05-02 13:00:00,2024-05-02 13:01:00,2024-05-02 13:03:00,short,2301.5,2297.933,2297.933,2305.36425,3.567,3.217,2.1670000000000003,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-05-02 13:01:00,2024,2024-05,2.867,1.4670000000000003,0.7670000000000003,2024-05-02 13:01:00+00:00,short,3.217,2.1670000000000003,1.4670000000000003,2024-05-02,2321.05,2326.42,2285.32,2303.42,41.09999999999991,-1.0,46.82999999999993,1.0,2319.37,2321.05,2326.42,2317.35,2319.56,9.070000000000164,-1.0,2319.58,2320.98,2298.64,2301.68,22.340000000000146,-17.90000000000009,-1.0,0.8012533572068028,2302.82,2295.05,7.769999999999982,-1,1.0,0.0,13
2024-05-10 13:00:00,2024-05-10 13:01:00,2024-05-10 13:25:00,long,2372.83,2376.079,2376.079,2369.31025,3.249,2.899,1.849,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-05-10 13:01:00,2024,2024-05,2.5490000000000004,1.1490000000000005,0.4490000000000003,2024-05-10 13:01:00+00:00,long,2.899,1.849,1.1490000000000005,2024-05-10,2346.25,2378.45,2345.19,2360.77,33.25999999999976,1.0,40.63999999999987,1.0,2345.94,2346.25,2355.85,2345.19,2353.41,10.659999999999854,1.0,2353.4,2375.34,2351.26,2372.51,24.079999999999927,19.110000000000127,1.0,0.7936046511627984,2378.45,2371.23,7.2199999999998,1,1.0,1.0,13
2024-06-07 13:00:00,2024-06-07 13:01:00,2024-06-07 13:50:00,short,2337.84,2332.81329,2332.81329,2343.28561,5.02671,4.67671,3.62671,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-06-07 13:01:00,2024,2024-06,4.326709999999999,2.92671,2.22671,2024-06-07 13:01:00+00:00,short,4.67671,3.62671,2.92671,2024-06-07,2376.29,2387.67,2286.6,2292.65,101.07000000000016,-1.0,25.20999999999958,1.0,2375.56,2376.29,2382.01,2369.41,2380.14,12.600000000000364,1.0,2380.15,2387.67,2337.25,2339.15,50.42000000000007,-41.0,-1.0,0.8131693772312563,2339.15,2330.72,8.430000000000291,-1,1.0,0.0,13
2024-06-14 13:00:00,2024-06-14 13:01:00,2024-06-14 13:19:00,long,2322.64,2325.48014,2325.48014,2319.56318,2.84014,2.49014,1.44014,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-06-14 13:01:00,2024,2024-06,2.14014,0.7401400000000002,0.04014,2024-06-14 13:01:00+00:00,long,2.49014,1.44014,0.7401400000000002,2024-06-14,2302.8,2336.35,2301.39,2332.57,34.960000000000036,1.0,31.159999999999854,-1.0,2303.76,2302.8,2308.44,2301.39,2305.31,7.050000000000182,1.0,2305.31,2322.5,2303.36,2322.44,19.139999999999873,17.13000000000011,1.0,0.8949843260188204,2336.35,2320.72,15.63000000000011,1,1.0,0.0,13
2024-06-25 13:00:00,2024-06-25 13:01:00,2024-06-25 13:15:00,long,2333.43,2336.01857,2336.01857,2330.62571,2.58857,2.23857,1.18857,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-06-25 13:01:00,2024,2024-06,1.88857,0.4885700000000001,-0.21143,2024-06-25 13:01:00+00:00,long,2.23857,1.18857,0.4885700000000001,2024-06-25,2333.77,2337.11,2315.32,2319.37,21.789999999999964,-1.0,17.15000000000009,1.0,2334.18,2333.77,2334.33,2323.18,2324.12,11.150000000000091,-1.0,2324.13,2334.1,2322.78,2333.09,11.319999999999709,8.960000000000036,1.0,0.7915194346289989,2337.11,2327.38,9.730000000000018,1,1.0,1.0,13
2024-06-27 13:00:00,2024-06-27 13:01:00,2024-06-27 13:07:00,long,2312.55,2314.50729,2314.50729,2310.42961,1.95729,1.60729,0.5572900000000001,tp,london_oneway_continuation,S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65,2024-06-27 13:01:00,2024,2024-06,1.25729,-0.1427099999999996,-0.8427099999999998,2024-06-27 13:01:00+00:00,long,1.60729,0.5572900000000001,-0.1427099999999996,2024-06-27,2298.05,2330.91,2296.32,2327.34,34.58999999999969,1.0,30.350000000000364,-1.0,2297.96,2298.05,2299.98,2296.59,2298.8,3.3899999999998727,1.0,2298.81,2313.75,2296.32,2312.61,17.429999999999836,13.800000000000182,1.0,0.7917383820998457,2317.89,2312.31,5.579999999999927,1,1.0,0.0,13
