trades,total_x4,pf_x4,median_x4,wr,dd_x4,variant,period_type,period,start_utc,end_utc
75,-1400.28,0.413795,-22.24,0.373333,-1530.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,year,2024,2024-01-03T05:00:00+00:00,2024-12-31T10:00:00+00:00
74,-598.32,0.832935,-31.76,0.418919,-940.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,year,2025,2025-01-28T01:00:00+00:00,2025-12-31T16:00:00+00:00
38,2007.8,1.88373,-61.68,0.447368,-499.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,year,2026,2026-02-02T11:00:00+00:00,2026-06-08T18:00:00+00:00
18,190.2,1.810051,7.22,0.555556,-112.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2022Q2,2022-05-10T06:00:00+00:00,2022-06-30T15:00:00+00:00
22,-161.44,0.656277,-6.94,0.409091,-306.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2022Q3,2022-07-03T23:00:00+00:00,2022-09-27T08:00:00+00:00
17,-69.08,0.808621,4.84,0.588235,-200.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2022Q4,2022-10-11T14:00:00+00:00,2022-12-27T04:00:00+00:00
17,120.12,1.437564,-3.08,0.470588,-99.24,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2023Q1,2023-01-19T07:00:00+00:00,2023-03-29T13:00:00+00:00
28,256.08,1.802859,7.8,0.642857,-121.68,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2023Q2,2023-04-10T23:00:00+00:00,2023-06-29T17:00:00+00:00
26,153.44,1.797174,5.66,0.653846,-77.88,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2023Q3,2023-07-07T08:00:00+00:00,2023-09-29T00:00:00+00:00
20,-66.76,0.793594,1.5,0.6,-181.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2023Q4,2023-10-03T12:00:00+00:00,2023-12-19T10:00:00+00:00
20,-170.88,0.540497,-2.34,0.5,-301.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2024Q1,2024-01-03T05:00:00+00:00,2024-03-20T15:00:00+00:00
16,-600.76,0.080169,-30.12,0.25,-632.48,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2024Q2,2024-04-23T02:00:00+00:00,2024-06-27T05:00:00+00:00
13,-211.24,0.503339,-33.28,0.384615,-270.68,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2024Q3,2024-07-22T02:00:00+00:00,2024-09-04T17:00:00+00:00
26,-417.4,0.5552,-16.64,0.346154,-417.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2024Q4,2024-10-01T04:00:00+00:00,2024-12-31T10:00:00+00:00
10,-153.68,0.491328,-16.38,0.5,-228.92,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2025Q1,2025-01-28T01:00:00+00:00,2025-03-26T03:00:00+00:00
33,-18.2,0.989312,-41.84,0.454545,-468.12,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2025Q2,2025-04-04T01:00:00+00:00,2025-06-30T19:00:00+00:00
15,19.72,1.040754,-1.24,0.466667,-226.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2025Q3,2025-07-09T17:00:00+00:00,2025-09-19T07:00:00+00:00
16,-446.16,0.591623,-76.58,0.25,-940.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2025Q4,2025-10-22T09:00:00+00:00,2025-12-31T16:00:00+00:00
19,1259.2,1.86436,-121.4,0.368421,-499.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2026Q1,2026-02-02T11:00:00+00:00,2026-03-24T12:00:00+00:00
19,748.6,1.918347,35.56,0.526316,-246.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,quarter,2026Q2,2026-04-07T11:00:00+00:00,2026-06-08T18:00:00+00:00
8,96.68,1.974597,7.22,0.625,-61.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-05,2022-05-10T06:00:00+00:00,2022-05-26T16:00:00+00:00
10,93.52,1.689676,2.16,0.5,-82.12,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-06,2022-06-01T05:00:00+00:00,2022-06-30T15:00:00+00:00
9,-43.6,0.713761,-11.24,0.444444,-108.12,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-07,2022-07-03T23:00:00+00:00,2022-07-21T15:00:00+00:00
6,-99.08,0.419226,-18.26,0.333333,-151.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-08,2022-08-04T00:00:00+00:00,2022-08-31T07:00:00+00:00
7,-18.76,0.872172,-1.44,0.428571,-146.76,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-09,2022-09-01T08:00:00+00:00,2022-09-27T08:00:00+00:00
9,34.28,1.189016,13.12,0.666667,-121.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-10,2022-10-11T14:00:00+00:00,2022-10-31T00:00:00+00:00
5,-35.28,0.617851,4.84,0.6,-92.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-11,2022-11-01T04:00:00+00:00,2022-11-23T01:00:00+00:00
3,-68.08,0.219982,-20.68,0.333333,-87.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2022-12,2022-12-06T14:00:00+00:00,2022-12-27T04:00:00+00:00
2,-99.24,0.0,-49.62,0.0,-99.24,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-01,2023-01-19T07:00:00+00:00,2023-01-27T10:00:00+00:00
11,267.64,3.72768,6.52,0.636364,-81.24,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-02,2023-02-03T03:00:00+00:00,2023-02-27T16:00:00+00:00
4,-48.28,0.374287,-8.68,0.25,-77.16,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-03,2023-03-08T09:00:00+00:00,2023-03-29T13:00:00+00:00
7,-82.76,0.395029,-15.12,0.428571,-121.68,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-04,2023-04-10T23:00:00+00:00,2023-04-24T21:00:00+00:00
11,251.92,5.176393,12.72,0.727273,-60.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-05,2023-05-01T15:00:00+00:00,2023-05-29T08:00:00+00:00
10,86.92,1.713395,12.5,0.7,-104.0,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-06,2023-06-07T12:00:00+00:00,2023-06-29T17:00:00+00:00
5,-48.6,0.436718,-4.64,0.4,-77.88,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-07,2023-07-07T08:00:00+00:00,2023-07-31T16:00:00+00:00
13,222.72,14.352518,14.88,0.846154,-11.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-08,2023-08-02T02:00:00+00:00,2023-08-21T05:00:00+00:00
8,-20.68,0.76899,-6.42,0.5,-58.44,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-09,2023-09-07T12:00:00+00:00,2023-09-29T00:00:00+00:00
4,39.76,4.155556,5.66,0.75,-12.6,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-10,2023-10-03T12:00:00+00:00,2023-10-05T23:00:00+00:00
8,-67.52,0.388406,-0.32,0.5,-84.92,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-11,2023-11-01T14:00:00+00:00,2023-11-14T11:00:00+00:00
8,-39.0,0.805428,4.96,0.625,-181.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2023-12,2023-12-05T02:00:00+00:00,2023-12-19T10:00:00+00:00
8,48.2,1.500623,0.48,0.625,-96.08,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-01,2024-01-03T05:00:00+00:00,2024-01-26T04:00:00+00:00
7,-22.6,0.71085,3.24,0.571429,-62.12,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-02,2024-02-05T21:00:00+00:00,2024-02-15T11:00:00+00:00
5,-196.48,0.004862,-29.68,0.2,-196.48,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-03,2024-03-13T13:00:00+00:00,2024-03-20T15:00:00+00:00
3,8.36,1.357877,10.96,0.666667,-23.36,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-04,2024-04-23T02:00:00+00:00,2024-04-25T11:00:00+00:00
5,-135.6,0.093098,-37.84,0.2,-135.6,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-05,2024-05-01T18:00:00+00:00,2024-05-30T13:00:00+00:00
8,-473.52,0.013993,-49.02,0.125,-473.52,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-06,2024-06-03T10:00:00+00:00,2024-06-27T05:00:00+00:00
4,-63.28,0.484355,-38.46,0.25,-122.72,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-07,2024-07-22T02:00:00+00:00,2024-07-26T00:00:00+00:00
6,-147.24,0.45329,-33.32,0.333333,-243.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-08,2024-08-05T20:00:00+00:00,2024-08-29T04:00:00+00:00
3,-0.72,0.978365,5.52,0.666667,-33.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-09,2024-09-02T01:00:00+00:00,2024-09-04T17:00:00+00:00
7,-104.72,0.607555,-14.16,0.428571,-197.96,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-10,2024-10-01T04:00:00+00:00,2024-10-28T08:00:00+00:00
10,-66.56,0.809915,-16.64,0.4,-180.64,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-11,2024-11-04T02:00:00+00:00,2024-11-27T08:00:00+00:00
9,-246.12,0.234225,-22.24,0.222222,-246.12,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2024-12,2024-12-03T01:00:00+00:00,2024-12-31T10:00:00+00:00
1,-33.0,0.0,-33.0,0.0,-33.0,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-01,2025-01-28T01:00:00+00:00,2025-01-28T01:00:00+00:00
3,39.2,2.08768,1.2,0.666667,-36.04,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-02,2025-02-17T05:00:00+00:00,2025-02-28T12:00:00+00:00
6,-159.88,0.314055,-27.32,0.5,-192.88,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-03,2025-03-03T10:00:00+00:00,2025-03-26T03:00:00+00:00
9,230.56,1.474794,49.52,0.555556,-371.56,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-04,2025-04-04T01:00:00+00:00,2025-04-30T17:00:00+00:00
11,-212.2,0.681878,-61.0,0.363636,-301.56,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-05,2025-05-01T15:00:00+00:00,2025-05-29T15:00:00+00:00
13,-36.56,0.933551,-6.92,0.461538,-184.84,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-06,2025-06-01T23:00:00+00:00,2025-06-30T19:00:00+00:00
7,202.04,2.552243,-1.24,0.428571,-98.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-07,2025-07-09T17:00:00+00:00,2025-07-31T05:00:00+00:00
7,-60.92,0.737775,29.48,0.571429,-121.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-08,2025-08-01T05:00:00+00:00,2025-08-20T08:00:00+00:00
1,-121.4,0.0,-121.4,0.0,-121.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-09,2025-09-19T07:00:00+00:00,2025-09-19T07:00:00+00:00
5,372.76,2.844251,136.4,0.6,-121.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-10,2025-10-22T09:00:00+00:00,2025-10-30T06:00:00+00:00
5,-558.04,0.0,-121.4,0.0,-558.04,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-11,2025-11-05T06:00:00+00:00,2025-11-24T11:00:00+00:00
6,-260.88,0.215068,-35.28,0.166667,-260.88,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2025-12,2025-12-04T11:00:00+00:00,2025-12-31T16:00:00+00:00
7,-377.92,0.377397,-121.4,0.285714,-485.6,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2026-02,2026-02-02T11:00:00+00:00,2026-02-18T06:00:00+00:00
12,1637.12,2.926477,-121.4,0.416667,-364.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2026-03,2026-03-04T03:00:00+00:00,2026-03-24T12:00:00+00:00
7,494.6,2.618032,68.44,0.571429,-184.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2026-04,2026-04-07T11:00:00+00:00,2026-04-28T20:00:00+00:00
9,215.36,1.479644,-19.88,0.444444,-186.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2026-05,2026-05-05T04:00:00+00:00,2026-05-28T19:00:00+00:00
3,38.64,1.638889,39.0,0.666667,-60.48,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool1_all,month,2026-06,2026-06-03T14:00:00+00:00,2026-06-08T18:00:00+00:00
55,-43.92,0.957649,4.32,0.509091,-327.04,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,year,2022,2022-05-10T06:00:00+00:00,2022-12-27T04:00:00+00:00
87,396.92,1.371231,5.56,0.586207,-181.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,year,2023,2023-01-19T07:00:00+00:00,2023-12-19T10:00:00+00:00
69,-1378.56,0.386128,-22.24,0.391304,-1516.24,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,year,2024,2024-01-03T05:00:00+00:00,2024-12-31T10:00:00+00:00
66,-282.88,0.904214,-24.76,0.439394,-797.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,year,2025,2025-01-28T01:00:00+00:00,2025-12-31T16:00:00+00:00
32,1667.04,1.873821,-61.68,0.4375,-548.48,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,year,2026,2026-02-02T11:00:00+00:00,2026-06-08T02:00:00+00:00
17,218.6,2.059109,7.24,0.588235,-83.88,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2022Q2,2022-05-10T06:00:00+00:00,2022-06-30T15:00:00+00:00
21,-193.44,0.588145,-11.24,0.380952,-306.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2022Q3,2022-07-03T23:00:00+00:00,2022-09-26T16:00:00+00:00
17,-69.08,0.808621,4.84,0.588235,-200.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2022Q4,2022-10-11T14:00:00+00:00,2022-12-27T04:00:00+00:00
17,120.12,1.437564,-3.08,0.470588,-99.24,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2023Q1,2023-01-19T07:00:00+00:00,2023-03-29T13:00:00+00:00
27,233.04,1.730625,7.16,0.62963,-121.68,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2023Q2,2023-04-10T23:00:00+00:00,2023-06-29T17:00:00+00:00
25,127.04,1.680377,6.04,0.68,-83.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2023Q3,2023-07-07T08:00:00+00:00,2023-09-29T00:00:00+00:00
18,-83.28,0.711834,-2.6,0.5,-181.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2023Q4,2023-10-03T12:00:00+00:00,2023-12-19T10:00:00+00:00
18,-105.08,0.656691,0.48,0.555556,-242.76,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2024Q1,2024-01-03T05:00:00+00:00,2024-03-20T15:00:00+00:00
15,-595.48,0.078147,-31.64,0.266667,-625.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2024Q2,2024-04-23T02:00:00+00:00,2024-06-27T05:00:00+00:00
10,-244.8,0.313517,-33.32,0.4,-336.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2024Q3,2024-07-22T02:00:00+00:00,2024-09-04T02:00:00+00:00
26,-433.2,0.537693,-16.64,0.346154,-433.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2024Q4,2024-10-01T04:00:00+00:00,2024-12-31T10:00:00+00:00
10,-153.68,0.491328,-16.38,0.5,-228.92,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2025Q1,2025-01-28T01:00:00+00:00,2025-03-26T03:00:00+00:00
27,172.64,1.141829,-6.92,0.481481,-506.96,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2025Q2,2025-04-04T01:00:00+00:00,2025-06-30T19:00:00+00:00
15,19.72,1.040754,-1.24,0.466667,-226.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2025Q3,2025-07-09T17:00:00+00:00,2025-09-19T07:00:00+00:00
14,-321.56,0.661516,-76.58,0.285714,-797.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2025Q4,2025-10-22T09:00:00+00:00,2025-12-31T16:00:00+00:00
15,836.04,1.688666,-121.4,0.333333,-452.52,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2026Q1,2026-02-02T11:00:00+00:00,2026-03-24T12:00:00+00:00
17,831.0,2.197821,35.56,0.529412,-184.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,quarter,2026Q2,2026-04-07T11:00:00+00:00,2026-06-08T02:00:00+00:00
8,96.68,1.974597,7.22,0.625,-61.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-05,2022-05-10T06:00:00+00:00,2022-05-26T16:00:00+00:00
9,121.92,2.137313,13.28,0.555556,-53.72,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-06,2022-06-01T05:00:00+00:00,2022-06-30T15:00:00+00:00
9,-43.6,0.713761,-11.24,0.444444,-108.12,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-07,2022-07-03T23:00:00+00:00,2022-07-21T15:00:00+00:00
6,-99.08,0.419226,-18.26,0.333333,-151.8,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-08,2022-08-04T00:00:00+00:00,2022-08-31T07:00:00+00:00
6,-50.76,0.654129,-13.88,0.333333,-146.76,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-09,2022-09-01T08:00:00+00:00,2022-09-26T16:00:00+00:00
9,34.28,1.189016,13.12,0.666667,-121.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-10,2022-10-11T14:00:00+00:00,2022-10-31T00:00:00+00:00
5,-35.28,0.617851,4.84,0.6,-92.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-11,2022-11-01T04:00:00+00:00,2022-11-23T01:00:00+00:00
3,-68.08,0.219982,-20.68,0.333333,-87.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2022-12,2022-12-06T14:00:00+00:00,2022-12-27T04:00:00+00:00
2,-99.24,0.0,-49.62,0.0,-99.24,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-01,2023-01-19T07:00:00+00:00,2023-01-27T10:00:00+00:00
11,267.64,3.72768,6.52,0.636364,-81.24,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-02,2023-02-03T03:00:00+00:00,2023-02-27T16:00:00+00:00
4,-48.28,0.374287,-8.68,0.25,-77.16,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-03,2023-03-08T09:00:00+00:00,2023-03-29T13:00:00+00:00
7,-82.76,0.395029,-15.12,0.428571,-121.68,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-04,2023-04-10T23:00:00+00:00,2023-04-24T21:00:00+00:00
11,251.92,5.176393,12.72,0.727273,-60.32,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-05,2023-05-01T15:00:00+00:00,2023-05-29T08:00:00+00:00
9,63.88,1.524294,7.16,0.666667,-104.0,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-06,2023-06-07T12:00:00+00:00,2023-06-29T17:00:00+00:00
5,-54.12,0.410458,-10.16,0.4,-83.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-07,2023-07-07T08:00:00+00:00,2023-07-31T16:00:00+00:00
12,193.4,36.814815,11.64,0.916667,-5.4,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-08,2023-08-02T02:00:00+00:00,2023-08-21T05:00:00+00:00
8,-12.24,0.863271,-5.34,0.5,-51.16,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-09,2023-09-07T12:00:00+00:00,2023-09-29T00:00:00+00:00
3,-1.28,0.898413,2.36,0.666667,-12.6,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-10,2023-10-03T12:00:00+00:00,2023-10-05T23:00:00+00:00
8,-15.0,0.740843,-2.6,0.5,-41.44,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-11,2023-11-01T14:00:00+00:00,2023-11-14T16:00:00+00:00
7,-67.0,0.693392,-18.08,0.428571,-181.2,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2023-12,2023-12-05T02:00:00+00:00,2023-12-19T10:00:00+00:00
7,98.16,3.119171,0.76,0.714286,-46.12,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-01,2024-01-03T05:00:00+00:00,2024-01-26T04:00:00+00:00
6,-6.76,0.891528,8.42,0.666667,-46.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-02,2024-02-05T21:00:00+00:00,2024-02-15T11:00:00+00:00
5,-196.48,0.004862,-29.68,0.2,-196.48,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-03,2024-03-13T13:00:00+00:00,2024-03-20T15:00:00+00:00
3,6.48,1.277397,10.96,0.666667,-23.36,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-04,2024-04-23T02:00:00+00:00,2024-04-25T11:00:00+00:00
5,-135.6,0.093098,-37.84,0.2,-135.6,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-05,2024-05-01T18:00:00+00:00,2024-05-30T13:00:00+00:00
7,-466.36,0.014205,-66.4,0.142857,-466.36,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-06,2024-06-03T10:00:00+00:00,2024-06-27T05:00:00+00:00
3,-27.84,0.681027,-41.48,0.333333,-87.28,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-07,2024-07-22T02:00:00+00:00,2024-07-26T00:00:00+00:00
5,-249.52,0.073518,-40.52,0.2,-249.52,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej6_imp1.2_h12_cool4_all,month,2024-08,2024-08-05T20:00:00+00:00,2024-08-29T04:00:00+00:00
