trades,total_x4,pf_x4,median_x4,wr,dd_x4,variant,period_type,period,start_utc,end_utc
77,-282.92,0.693929,-4.04,0.441558,-325.72,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,year,2022,2022-05-10T06:00:00+00:00,2022-12-27T04:00:00+00:00
113,-41.68,0.951009,0.6,0.513274,-225.32,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,year,2023,2023-01-19T07:00:00+00:00,2023-12-19T10:00:00+00:00
103,-247.16,0.837245,-3.92,0.436893,-635.52,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,year,2024,2024-01-03T05:00:00+00:00,2024-12-31T10:00:00+00:00
99,117.32,1.049991,-7.4,0.454545,-577.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,year,2025,2025-01-14T04:00:00+00:00,2025-12-31T16:00:00+00:00
49,1017.36,1.603288,19.04,0.55102,-372.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,year,2026,2026-01-02T02:00:00+00:00,2026-06-09T04:00:00+00:00
25,-82.64,0.720282,-5.0,0.44,-145.36,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2022Q2,2022-05-10T06:00:00+00:00,2022-06-30T15:00:00+00:00
31,-32.92,0.907048,0.08,0.516129,-113.52,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2022Q3,2022-07-03T23:00:00+00:00,2022-09-27T03:00:00+00:00
21,-167.36,0.390887,-5.16,0.333333,-209.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2022Q4,2022-10-11T14:00:00+00:00,2022-12-27T04:00:00+00:00
20,-168.68,0.400994,-8.4,0.4,-213.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2023Q1,2023-01-19T07:00:00+00:00,2023-03-29T13:00:00+00:00
35,49.12,1.232005,3.16,0.542857,-80.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2023Q2,2023-04-10T23:00:00+00:00,2023-06-29T17:00:00+00:00
35,69.84,1.451396,0.88,0.542857,-37.8,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2023Q3,2023-07-06T05:00:00+00:00,2023-09-29T10:00:00+00:00
23,8.04,1.039661,0.84,0.521739,-106.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2023Q4,2023-10-03T12:00:00+00:00,2023-12-19T10:00:00+00:00
27,-166.64,0.432425,-3.04,0.37037,-230.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2024Q1,2024-01-03T05:00:00+00:00,2024-03-20T15:00:00+00:00
22,-106.4,0.706887,-12.2,0.409091,-247.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2024Q2,2024-04-23T02:00:00+00:00,2024-06-27T05:00:00+00:00
15,-169.8,0.444808,-15.8,0.266667,-178.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2024Q3,2024-07-22T02:00:00+00:00,2024-09-04T14:00:00+00:00
39,195.68,1.351841,6.56,0.564103,-204.96,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2024Q4,2024-10-01T04:00:00+00:00,2024-12-31T10:00:00+00:00
15,-61.88,0.608354,-7.4,0.333333,-67.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2025Q1,2025-01-14T04:00:00+00:00,2025-03-26T03:00:00+00:00
43,-88.56,0.927426,-3.64,0.488372,-385.76,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2025Q2,2025-04-03T17:00:00+00:00,2025-06-30T19:00:00+00:00
21,-52.16,0.83552,-15.6,0.380952,-116.56,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2025Q3,2025-07-09T17:00:00+00:00,2025-09-26T11:00:00+00:00
20,319.92,1.491127,12.62,0.55,-577.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2025Q4,2025-10-22T09:00:00+00:00,2025-12-31T16:00:00+00:00
25,818.68,1.808685,32.68,0.56,-372.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2026Q1,2026-01-02T02:00:00+00:00,2026-03-24T12:00:00+00:00
24,198.68,1.294777,10.28,0.541667,-219.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,quarter,2026Q2,2026-04-07T11:00:00+00:00,2026-06-09T04:00:00+00:00
12,-87.88,0.442669,-4.52,0.416667,-88.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-05,2022-05-10T06:00:00+00:00,2022-05-26T23:00:00+00:00
13,5.24,1.038037,-11.28,0.461538,-67.76,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-06,2022-06-01T05:00:00+00:00,2022-06-30T15:00:00+00:00
13,-27.68,0.781359,0.08,0.538462,-85.96,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-07,2022-07-03T23:00:00+00:00,2022-07-27T11:00:00+00:00
8,48.96,1.629306,7.8,0.75,-52.68,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-08,2022-08-04T00:00:00+00:00,2022-08-31T17:00:00+00:00
10,-54.2,0.638088,-11.56,0.3,-113.52,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-09,2022-09-01T08:00:00+00:00,2022-09-27T03:00:00+00:00
11,-171.28,0.1822,-11.76,0.272727,-171.28,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-10,2022-10-11T14:00:00+00:00,2022-10-31T00:00:00+00:00
6,5.0,1.130344,4.16,0.5,-38.36,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-11,2022-11-01T04:00:00+00:00,2022-11-23T01:00:00+00:00
4,-1.08,0.959941,-2.8,0.25,-26.96,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2022-12,2022-12-06T14:00:00+00:00,2022-12-27T04:00:00+00:00
3,-12.2,0.375,-5.16,0.333333,-19.52,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-01,2023-01-19T07:00:00+00:00,2023-01-27T20:00:00+00:00
11,-97.32,0.408029,-8.2,0.454545,-115.96,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-02,2023-02-03T03:00:00+00:00,2023-02-27T16:00:00+00:00
6,-59.16,0.394349,-8.7,0.333333,-97.68,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-03,2023-03-08T09:00:00+00:00,2023-03-29T13:00:00+00:00
11,-15.12,0.817038,-1.68,0.454545,-50.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-04,2023-04-10T23:00:00+00:00,2023-04-24T11:00:00+00:00
13,49.24,1.494775,6.28,0.615385,-80.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-05,2023-05-01T15:00:00+00:00,2023-05-29T15:00:00+00:00
11,15.0,1.507442,3.16,0.545455,-19.12,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-06,2023-06-07T12:00:00+00:00,2023-06-29T17:00:00+00:00
7,-13.44,0.690608,-1.8,0.428571,-23.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-07,2023-07-06T05:00:00+00:00,2023-07-31T16:00:00+00:00
15,74.96,2.480253,5.72,0.6,-24.08,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-08,2023-08-02T02:00:00+00:00,2023-08-21T05:00:00+00:00
13,8.32,1.137203,0.4,0.538462,-37.8,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-09,2023-09-07T12:00:00+00:00,2023-09-29T10:00:00+00:00
4,-20.92,0.402286,-8.6,0.25,-21.8,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-10,2023-10-03T12:00:00+00:00,2023-10-05T23:00:00+00:00
11,-49.48,0.630084,-2.8,0.454545,-101.04,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-11,2023-11-01T14:00:00+00:00,2023-11-14T11:00:00+00:00
8,78.44,3.309776,12.1,0.75,-17.72,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2023-12,2023-12-05T02:00:00+00:00,2023-12-19T10:00:00+00:00
12,40.88,1.708738,-1.16,0.5,-46.84,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-01,2024-01-03T05:00:00+00:00,2024-01-26T12:00:00+00:00
9,-35.12,0.447103,-1.72,0.444444,-42.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-02,2024-02-02T21:00:00+00:00,2024-02-15T11:00:00+00:00
6,-172.4,0.0,-12.18,0.0,-172.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-03,2024-03-13T13:00:00+00:00,2024-03-20T15:00:00+00:00
4,141.24,9.347518,25.68,0.75,-16.92,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-04,2024-04-23T02:00:00+00:00,2024-04-25T11:00:00+00:00
7,-84.2,0.417704,-3.68,0.428571,-84.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-05,2024-05-01T18:00:00+00:00,2024-05-30T11:00:00+00:00
11,-163.44,0.188803,-14.72,0.272727,-163.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-06,2024-06-03T10:00:00+00:00,2024-06-27T05:00:00+00:00
5,-85.6,0.158474,-18.44,0.4,-93.56,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-07,2024-07-22T02:00:00+00:00,2024-07-26T12:00:00+00:00
7,-51.52,0.647413,-13.0,0.142857,-145.32,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-08,2024-08-05T20:00:00+00:00,2024-08-29T04:00:00+00:00
3,-32.68,0.436552,-15.8,0.333333,-58.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-09,2024-09-02T01:00:00+00:00,2024-09-04T14:00:00+00:00
13,34.36,1.130945,-5.28,0.461538,-133.28,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-10,2024-10-01T04:00:00+00:00,2024-10-28T08:00:00+00:00
15,54.92,1.241683,10.48,0.6,-109.76,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-11,2024-11-04T02:00:00+00:00,2024-11-27T08:00:00+00:00
11,106.4,2.599519,6.36,0.636364,-45.52,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2024-12,2024-12-03T01:00:00+00:00,2024-12-31T10:00:00+00:00
3,-45.68,0.024765,-7.4,0.333333,-46.84,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-01,2025-01-14T04:00:00+00:00,2025-01-28T11:00:00+00:00
3,26.16,2.272374,-5.48,0.333333,-20.56,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-02,2025-02-17T05:00:00+00:00,2025-02-28T12:00:00+00:00
9,-42.36,0.53245,-8.68,0.333333,-51.32,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-03,2025-03-03T03:00:00+00:00,2025-03-26T03:00:00+00:00
11,-52.36,0.879632,10.76,0.545455,-192.2,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-04,2025-04-03T17:00:00+00:00,2025-04-30T17:00:00+00:00
15,74.76,1.185546,2.16,0.533333,-274.8,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-05,2025-05-01T15:00:00+00:00,2025-05-29T15:00:00+00:00
17,-110.96,0.709802,-22.08,0.411765,-127.8,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-06,2025-06-01T23:00:00+00:00,2025-06-30T19:00:00+00:00
10,12.08,1.074975,-19.84,0.3,-59.44,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-07,2025-07-09T17:00:00+00:00,2025-07-31T05:00:00+00:00
9,6.12,1.071462,3.52,0.555556,-54.32,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-08,2025-08-01T05:00:00+00:00,2025-08-21T15:00:00+00:00
2,-70.36,0.0,-35.18,0.0,-70.36,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-09,2025-09-19T07:00:00+00:00,2025-09-26T11:00:00+00:00
7,602.68,5.964415,57.88,0.857143,-121.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-10,2025-10-22T09:00:00+00:00,2025-10-30T06:00:00+00:00
6,-224.92,0.240032,-50.42,0.333333,-225.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-11,2025-11-05T06:00:00+00:00,2025-11-24T11:00:00+00:00
7,-57.84,0.752863,-17.44,0.428571,-231.12,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2025-12,2025-12-04T11:00:00+00:00,2025-12-31T16:00:00+00:00
1,-121.4,0.0,-121.4,0.0,-121.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2026-01,2026-01-02T02:00:00+00:00,2026-01-02T02:00:00+00:00
8,50.2,1.199968,28.92,0.625,-251.04,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2026-02,2026-02-02T11:00:00+00:00,2026-02-18T06:00:00+00:00
16,889.88,2.390611,58.8,0.5625,-168.84,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2026-03,2026-03-04T03:00:00+00:00,2026-03-24T12:00:00+00:00
8,92.56,1.510141,3.26,0.5,-121.4,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2026-04,2026-04-07T11:00:00+00:00,2026-04-28T20:00:00+00:00
11,-60.32,0.863591,-27.72,0.454545,-219.64,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2026-05,2026-05-05T04:00:00+00:00,2026-05-28T19:00:00+00:00
5,166.44,4.305004,20.44,0.8,-50.36,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej6_imp1.2_h3_cool1_all,month,2026-06,2026-06-03T14:00:00+00:00,2026-06-09T04:00:00+00:00
63,-361.04,0.648821,-1.24,0.47619,-490.96,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,year,2022,2022-05-10T06:00:00+00:00,2022-12-29T16:00:00+00:00
91,-312.92,0.671137,-0.76,0.494505,-463.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,year,2023,2023-01-06T05:00:00+00:00,2023-12-18T06:00:00+00:00
92,-941.84,0.471897,-8.4,0.347826,-1032.32,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,year,2024,2024-01-03T05:00:00+00:00,2024-12-30T01:00:00+00:00
84,-490.4,0.799194,-6.94,0.416667,-820.08,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,year,2025,2025-01-07T03:00:00+00:00,2025-12-31T16:00:00+00:00
40,1535.44,1.803794,-5.64,0.5,-466.6,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,year,2026,2026-02-02T11:00:00+00:00,2026-06-09T04:00:00+00:00
17,-12.36,0.948569,-1.24,0.470588,-173.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2022Q2,2022-05-10T06:00:00+00:00,2022-06-30T15:00:00+00:00
23,-62.68,0.813386,0.88,0.521739,-157.28,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2022Q3,2022-07-07T06:00:00+00:00,2022-09-27T03:00:00+00:00
23,-286.0,0.367089,-1.72,0.434783,-384.48,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2022Q4,2022-10-06T23:00:00+00:00,2022-12-29T16:00:00+00:00
18,-174.68,0.250558,-7.84,0.388889,-178.76,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2023Q1,2023-01-06T05:00:00+00:00,2023-03-28T15:00:00+00:00
28,-234.56,0.411068,-12.12,0.357143,-300.08,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2023Q2,2023-04-10T10:00:00+00:00,2023-06-29T17:00:00+00:00
31,118.04,1.609837,1.8,0.645161,-54.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2023Q3,2023-07-06T04:00:00+00:00,2023-09-29T00:00:00+00:00
14,-21.72,0.828436,1.78,0.571429,-105.44,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2023Q4,2023-10-03T12:00:00+00:00,2023-12-18T06:00:00+00:00
23,-183.24,0.382615,-5.56,0.26087,-251.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2024Q1,2024-01-03T05:00:00+00:00,2024-03-25T01:00:00+00:00
17,-336.0,0.296659,-19.28,0.235294,-356.4,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2024Q2,2024-04-11T06:00:00+00:00,2024-06-27T05:00:00+00:00
22,-49.6,0.856929,-4.46,0.454545,-170.44,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2024Q3,2024-07-09T06:00:00+00:00,2024-09-30T02:00:00+00:00
30,-373.0,0.43676,-7.72,0.4,-416.64,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2024Q4,2024-10-01T04:00:00+00:00,2024-12-30T01:00:00+00:00
16,-103.84,0.62355,-4.3,0.375,-153.24,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2025Q1,2025-01-07T03:00:00+00:00,2025-03-25T02:00:00+00:00
26,-323.48,0.631135,-10.46,0.423077,-374.52,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2025Q2,2025-04-03T17:00:00+00:00,2025-06-30T05:00:00+00:00
22,-238.32,0.534094,-6.94,0.363636,-284.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2025Q3,2025-07-04T07:00:00+00:00,2025-09-26T00:00:00+00:00
20,175.24,1.225291,-8.2,0.5,-251.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2025Q4,2025-10-03T02:00:00+00:00,2025-12-31T16:00:00+00:00
17,950.08,1.995098,46.52,0.529412,-466.6,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2026Q1,2026-02-02T11:00:00+00:00,2026-03-23T14:00:00+00:00
23,585.36,1.612634,-12.68,0.478261,-262.8,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,quarter,2026Q2,2026-04-06T07:00:00+00:00,2026-06-09T04:00:00+00:00
8,15.28,1.104945,0.78,0.5,-117.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-05,2022-05-10T06:00:00+00:00,2022-05-26T16:00:00+00:00
9,-27.64,0.708193,-1.24,0.444444,-83.56,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-06,2022-06-01T05:00:00+00:00,2022-06-30T15:00:00+00:00
7,-20.92,0.699079,0.88,0.571429,-63.88,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-07,2022-07-07T06:00:00+00:00,2022-07-21T15:00:00+00:00
9,5.36,1.047602,4.88,0.555556,-94.24,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-08,2022-08-03T06:00:00+00:00,2022-08-31T17:00:00+00:00
7,-47.12,0.693548,-23.92,0.428571,-129.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-09,2022-09-01T08:00:00+00:00,2022-09-27T03:00:00+00:00
9,-21.76,0.845674,3.64,0.555556,-113.36,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-10,2022-10-06T23:00:00+00:00,2022-10-31T00:00:00+00:00
8,-271.12,0.028383,-25.06,0.125,-271.12,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-11,2022-11-01T04:00:00+00:00,2022-11-29T03:00:00+00:00
6,6.88,1.21608,2.62,0.666667,-24.28,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2022-12,2022-12-06T14:00:00+00:00,2022-12-29T16:00:00+00:00
4,-58.72,0.064968,-16.54,0.25,-62.8,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-01,2023-01-06T05:00:00+00:00,2023-01-27T20:00:00+00:00
10,-13.0,0.806892,3.28,0.6,-58.56,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-02,2023-02-03T03:00:00+00:00,2023-02-27T16:00:00+00:00
4,-102.96,0.0,-22.98,0.0,-102.96,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-03,2023-03-08T09:00:00+00:00,2023-03-28T15:00:00+00:00
10,-99.28,0.275328,-14.14,0.3,-132.56,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-04,2023-04-10T10:00:00+00:00,2023-04-27T21:00:00+00:00
9,-139.76,0.20699,-25.32,0.222222,-139.76,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-05,2023-05-08T00:00:00+00:00,2023-05-29T08:00:00+00:00
9,4.48,1.052681,2.72,0.555556,-56.52,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-06,2023-06-08T03:00:00+00:00,2023-06-29T17:00:00+00:00
7,-29.76,0.638132,-1.0,0.428571,-54.0,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-07,2023-07-06T04:00:00+00:00,2023-07-28T06:00:00+00:00
15,91.8,2.122249,1.8,0.733333,-34.96,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-08,2023-08-02T02:00:00+00:00,2023-08-28T03:00:00+00:00
9,56.0,2.897019,4.64,0.666667,-17.2,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-09,2023-09-07T12:00:00+00:00,2023-09-29T00:00:00+00:00
4,-6.76,0.60514,-0.54,0.5,-17.12,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-10,2023-10-03T12:00:00+00:00,2023-10-24T20:00:00+00:00
4,-74.44,0.134419,-9.46,0.5,-85.2,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-11,2023-11-01T14:00:00+00:00,2023-11-20T18:00:00+00:00
6,59.48,3.53322,2.84,0.666667,-19.68,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2023-12,2023-12-05T02:00:00+00:00,2023-12-18T06:00:00+00:00
11,6.04,1.061307,-8.8,0.272727,-62.56,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2024-01,2024-01-03T05:00:00+00:00,2024-01-25T16:00:00+00:00
7,-17.64,0.337838,-3.28,0.428571,-26.64,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2024-02,2024-02-05T21:00:00+00:00,2024-02-22T23:00:00+00:00
5,-171.64,0.0,-10.0,0.0,-171.64,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2024-03,2024-03-13T02:00:00+00:00,2024-03-25T01:00:00+00:00
5,-25.64,0.815061,-6.8,0.4,-131.84,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2024-04,2024-04-11T06:00:00+00:00,2024-04-23T16:00:00+00:00
6,-78.72,0.267312,-11.9,0.333333,-107.44,short_rally_rejection_h4sma10_slope3_look12_comp6_1.8_rej6_imp1.2_h6_cool1_all,month,2024-05,2024-05-08T05:00:00+00:00,2024-05-30T11:00:00+00:00
