candidate,family,entry_time,entry_hour,direction,entry_price,atr,horizon_min,tp_atr,sl_atr,exit_time,exit_price,exit_reason,gross,net_x1,net_x4,net_x6,reason,london_range,prior_day_range,asia_range,london_q,prior_q,confirm_atr_min,pullback_atr_max,breakout_atr_min,asia_q
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-02-16 13:00:00+00:00,13,-1,1837.87,2.258000000000004,180,0.6,0.65,2023-02-16 13:21:00+00:00,1836.5151999999998,tp,1.3548000000000684,1.0048000000000683,-0.04519999999993152,-0.7451999999999313,passed_high_range_regime,10.549999999999955,29.50999999999999,8.169999999999845,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-02-17 13:00:00+00:00,13,-1,1823.05,2.7699999999999703,180,0.6,0.65,2023-02-17 13:29:00+00:00,1824.8505,sl,-1.8005000000000564,-2.1505000000000565,-3.2005000000000563,-3.900500000000056,passed_high_range_regime,9.319999999999936,17.670000000000073,12.660000000000082,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-02-21 13:00:00+00:00,13,-1,1832.92,2.239000000000021,180,0.6,0.65,2023-02-21 13:28:00+00:00,1834.37535,sl,-1.455349999999953,-1.8053499999999532,-2.855349999999953,-3.5553499999999527,passed_high_range_regime,8.680000000000064,10.169999999999845,6.710000000000036,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-03-03 13:00:00+00:00,13,1,1847.62,1.6944999999999937,180,0.6,0.65,2023-03-03 13:02:00+00:00,1846.5185749999998,sl,-1.101425000000063,-1.451425000000063,-2.501425000000063,-3.2014250000000626,passed_high_range_regime,9.990000000000009,8.949999999999818,6.009999999999991,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-03-10 13:00:00+00:00,13,1,1834.61,2.2685000000000057,180,0.6,0.65,2023-03-10 13:01:00+00:00,1833.1354749999998,sl,-1.4745250000000851,-1.8245250000000852,-2.874525000000085,-3.5745250000000848,passed_high_range_regime,8.730000000000018,23.679999999999836,7.129999999999882,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-03-14 13:00:00+00:00,13,-1,1902.92,3.1279999999999517,180,0.6,0.65,2023-03-14 14:01:00+00:00,1904.9532000000002,sl,-2.033200000000079,-2.383200000000079,-3.433200000000079,-4.133200000000079,passed_high_range_regime,12.61999999999989,43.12999999999988,12.549999999999955,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-03-16 13:00:00+00:00,13,1,1924.5,3.233000000000004,180,0.6,0.65,2023-03-16 13:02:00+00:00,1922.39855,sl,-2.1014500000001135,-2.4514500000001136,-3.5014500000001134,-4.201450000000113,passed_high_range_regime,10.720000000000027,51.57999999999993,16.930000000000064,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-03-20 13:00:00+00:00,13,1,1981.86,6.664499999999975,180,0.6,0.65,2023-03-20 13:18:00+00:00,1985.8586999999998,tp,3.9986999999998716,3.6486999999998715,2.5986999999998717,1.898699999999872,passed_high_range_regime,35.87000000000012,15.549999999999955,22.420000000000073,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-03-21 13:00:00+00:00,13,-1,1967.28,3.4794999999999847,180,0.6,0.65,2023-03-21 14:02:00+00:00,1965.1923,tp,2.0877000000000407,1.7377000000000407,0.6877000000000408,-0.0122999999999589,passed_high_range_regime,20.310000000000173,43.950000000000045,9.779999999999973,0.35,0.1,0.0,,,
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065,high_range_london_continuation_v1,2023-03-22 13:00:00+00:00,13,1,1942.63,2.922500000000048,180,0.6,0.65,2023-03-22 13:02:00+00:00,1940.730375,sl,-1.8996250000000146,-2.2496250000000146,-3.2996250000000145,-3.999625000000014,passed_high_range_regime,11.389999999999873,49.75,8.330000000000155,0.35,0.1,0.0,,,
