variant,family,side,horizon_bars,horizon_minutes,cooldown_bars,comp_max,signal_dt,entry_dt,exit_dt,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,session,hour,compression6,local_high16,signal_close
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2024-12-09 11:15:00+00:00,2024-12-09 11:30:00+00:00,2024-12-09 13:30:00+00:00,2651.46,m15_exact_open,2655.54,4.08,3.73,3.38,2.68,8.88,-1.01,london,11,0.7034583643840822,2651.16,2651.54
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2024-12-16 10:30:00+00:00,2024-12-16 10:45:00+00:00,2024-12-16 12:45:00+00:00,2658.95,m15_exact_open,2659.9,0.95,0.6,0.25,-0.45,1.41,3.45,london,10,0.7487272543979161,2655.88,2658.95
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2024-12-19 09:15:00+00:00,2024-12-19 09:30:00+00:00,2024-12-19 11:30:00+00:00,2614.47,m15_exact_open,2620.72,6.25,5.9,5.55,4.85,7.35,1.38,london,9,0.7155173946278356,2613.97,2614.47
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2024-12-19 12:45:00+00:00,2024-12-19 13:00:00+00:00,2024-12-19 15:00:00+00:00,2623.07,m15_exact_open,2604.93,-18.14,-18.49,-18.84,-19.54,-1.12,19.38,new_york,12,0.6601664956095338,2622.66,2623.07
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-01-09 08:45:00+00:00,2025-01-09 09:00:00+00:00,2025-01-09 11:00:00+00:00,2664.15,m15_exact_open,2665.2,1.05,0.7,0.35,-0.35,2.83,3.6,london,8,0.6161603937230227,2662.25,2664.16
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-01-30 09:00:00+00:00,2025-01-30 09:15:00+00:00,2025-01-30 11:15:00+00:00,2765.75,m15_exact_open,2775.8,10.05,9.7,9.35,8.65,11.06,0.48,london,9,0.7233472304943552,2763.51,2765.68
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-01-31 09:30:00+00:00,2025-01-31 09:45:00+00:00,2025-01-31 11:45:00+00:00,2799.55,m15_exact_open,2794.6,-4.95,-5.3,-5.65,-6.35,0.26,7.77,london,9,0.6136304200010705,2797.91,2799.6
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-02-03 10:15:00+00:00,2025-02-03 10:30:00+00:00,2025-02-03 12:30:00+00:00,2794.47,m15_exact_open,2794.41,-0.06,-0.41,-0.76,-1.46,6.4,0.85,london,10,0.7123230423653452,2790.49,2794.42
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-02-03 13:15:00+00:00,2025-02-03 13:30:00+00:00,2025-02-03 15:30:00+00:00,2801.62,m15_exact_open,2810.84,9.22,8.87,8.52,7.82,10.39,3.17,new_york,13,0.7042918043780175,2800.87,2801.64
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-02-20 07:30:00+00:00,2025-02-20 07:45:00+00:00,2025-02-20 09:45:00+00:00,2944.99,m15_exact_open,2947.65,2.66,2.31,1.96,1.26,9.29,0.9,london,7,0.7346284798718314,2944.18,2944.95
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-04-07 14:15:00+00:00,2025-04-07 14:30:00+00:00,2025-04-07 16:30:00+00:00,3041.13,m15_exact_open,3022.61,-18.52,-18.87,-19.22,-19.92,4.73,26.56,new_york,14,0.5718590342482486,3036.28,3041.12
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-04-21 14:45:00+00:00,2025-04-21 15:00:00+00:00,2025-04-21 17:00:00+00:00,3401.81,m15_exact_open,3419.53,17.72,17.37,17.02,16.32,24.85,3.69,new_york,14,0.7499528284086164,3397.77,3402.01
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-05-06 15:45:00+00:00,2025-05-06 16:00:00+00:00,2025-05-06 18:00:00+00:00,3387.16,m15_exact_open,3387.3,0.14,-0.21,-0.56,-1.26,10.87,8.96,new_york,15,0.7179568671963661,3384.98,3387.25
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-05-07 10:15:00+00:00,2025-05-07 10:30:00+00:00,2025-05-07 12:30:00+00:00,3396.99,m15_exact_open,3375.37,-21.62,-21.97,-22.32,-23.02,-5.78,25.24,london,10,0.6385596875993307,3395.84,3396.95
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-05-09 16:30:00+00:00,2025-05-09 16:45:00+00:00,2025-05-09 18:45:00+00:00,3338.65,m15_exact_open,3341.42,2.77,2.42,2.07,1.37,7.18,18.45,new_york,16,0.5923622161145681,3338.02,3338.63
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-05-19 11:15:00+00:00,2025-05-19 11:30:00+00:00,2025-05-19 13:30:00+00:00,3236.77,m15_exact_open,3240.28,3.51,3.16,2.81,2.11,10.64,3.37,london,11,0.6658102219199535,3234.4,3236.88
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-05-29 10:15:00+00:00,2025-05-29 10:30:00+00:00,2025-05-29 12:30:00+00:00,3282.5,m15_exact_open,3278.77,-3.73,-4.08,-4.43,-5.13,6.59,6.45,london,10,0.7469858820589711,3279.89,3282.48
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-05-29 13:15:00+00:00,2025-05-29 13:30:00+00:00,2025-05-29 15:30:00+00:00,3289.71,m15_exact_open,3312.08,22.37,22.02,21.67,20.97,22.94,-5.53,new_york,13,0.5869222767127397,3289.09,3289.75
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-06-23 12:00:00+00:00,2025-06-23 12:15:00+00:00,2025-06-23 14:15:00+00:00,3362.17,m15_exact_open,3374.97,12.8,12.45,12.1,11.4,12.81,0.58,new_york,12,0.6429999010586757,3362.1,3362.2
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-06-30 08:00:00+00:00,2025-06-30 08:15:00+00:00,2025-06-30 10:15:00+00:00,3285.45,m15_exact_open,3295.0,9.55,9.2,8.85,8.15,9.88,-0.67,london,8,0.7062724715438137,3283.11,3285.43
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-07-01 08:00:00+00:00,2025-07-01 08:15:00+00:00,2025-07-01 10:15:00+00:00,3323.41,m15_exact_open,3336.19,12.78,12.43,12.08,11.38,13.67,-1.51,london,8,0.7420204327685604,3322.88,3323.41
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-07-16 07:30:00+00:00,2025-07-16 07:45:00+00:00,2025-07-16 09:45:00+00:00,3335.51,m15_exact_open,3340.33,4.82,4.47,4.12,3.42,6.23,-0.01,london,7,0.7246068455134207,3334.89,3335.5
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-07-31 09:15:00+00:00,2025-07-31 09:30:00+00:00,2025-07-31 11:30:00+00:00,3302.83,m15_exact_open,3310.97,8.14,7.79,7.44,6.74,11.77,4.95,london,9,0.7305957380619006,3301.36,3302.82
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-09-01 16:15:00+00:00,2025-09-01 16:30:00+00:00,2025-09-01 18:30:00+00:00,3478.29,m15_exact_open,3476.12,-2.17,-2.52,-2.87,-3.57,2.98,4.58,new_york,16,0.696739853626082,3477.12,3478.31
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-09-10 12:45:00+00:00,2025-09-10 13:00:00+00:00,2025-09-10 15:00:00+00:00,3652.32,m15_exact_open,3649.42,-2.9,-3.25,-3.6,-4.3,5.21,3.73,new_york,12,0.6218195266272191,3648.19,3652.34
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-10-09 14:00:00+00:00,2025-10-09 14:15:00+00:00,2025-10-09 16:15:00+00:00,4045.29,m15_exact_open,4051.63,6.34,5.99,5.64,4.94,12.36,11.91,new_york,14,0.6732426508122352,4041.8,4045.3
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-10-13 14:00:00+00:00,2025-10-13 14:15:00+00:00,2025-10-13 16:15:00+00:00,4079.96,m15_exact_open,4088.69,8.73,8.38,8.03,7.33,9.72,6.99,new_york,14,0.631861097775649,4079.74,4079.95
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-11-10 14:15:00+00:00,2025-11-10 14:30:00+00:00,2025-11-10 16:30:00+00:00,4088.18,m15_exact_open,4083.24,-4.94,-5.29,-5.64,-6.34,17.59,6.01,new_york,14,0.7360443307757915,4086.15,4088.15
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-12-12 07:30:00+00:00,2025-12-12 07:45:00+00:00,2025-12-12 09:45:00+00:00,4277.06,m15_exact_open,4286.38,9.32,8.97,8.62,7.92,13.34,0.84,london,7,0.6296240171069798,4276.72,4276.98
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-12-12 10:45:00+00:00,2025-12-12 11:00:00+00:00,2025-12-12 13:00:00+00:00,4303.46,m15_exact_open,4326.94,23.48,23.13,22.78,22.08,27.29,-3.97,london,10,0.7154130649808569,4295.47,4303.47
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2025-12-22 15:00:00+00:00,2025-12-22 15:15:00+00:00,2025-12-22 17:15:00+00:00,4418.18,m15_exact_open,4412.47,-5.71,-6.06,-6.41,-7.11,10.76,6.15,new_york,15,0.7161293896089365,4415.73,4418.11
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-01-02 10:00:00+00:00,2026-01-02 10:15:00+00:00,2026-01-02 12:15:00+00:00,4382.99,m15_exact_open,4386.85,3.86,3.51,3.16,2.46,14.36,1.44,london,10,0.7252252252252364,4381.59,4382.99
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-01-05 10:15:00+00:00,2026-01-05 10:30:00+00:00,2026-01-05 12:30:00+00:00,4427.31,m15_exact_open,4434.64,7.33,6.98,6.63,5.93,10.52,3.47,london,10,0.7289563567362377,4426.13,4427.18
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-01-12 11:00:00+00:00,2026-01-12 11:15:00+00:00,2026-01-12 13:15:00+00:00,4596.33,m15_exact_open,4590.91,-5.42,-5.77,-6.12,-6.82,2.85,10.32,london,11,0.5651559952992955,4589.56,4596.34
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-01-12 15:15:00+00:00,2026-01-12 15:30:00+00:00,2026-01-12 17:30:00+00:00,4609.74,m15_exact_open,4619.19,9.45,9.1,8.75,8.05,12.34,24.76,new_york,15,0.6838829585610733,4599.18,4609.99
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-01-14 07:00:00+00:00,2026-01-14 07:15:00+00:00,2026-01-14 09:15:00+00:00,4630.58,m15_exact_open,4633.55,2.97,2.62,2.27,1.57,8.89,12.68,london,7,0.6137856886871439,4629.9,4630.69
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-01-22 07:45:00+00:00,2026-01-22 08:00:00+00:00,2026-01-22 10:00:00+00:00,4806.75,m15_exact_open,4831.43,24.68,24.33,23.98,23.28,31.4,-9.52,london,7,0.625462906794691,4804.55,4806.76
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-02-03 10:15:00+00:00,2026-02-03 10:30:00+00:00,2026-02-03 12:30:00+00:00,4935.02,m15_exact_open,4921.9,-13.12,-13.47,-13.82,-14.52,13.59,50.64,london,10,0.7410691664555347,4933.36,4935.14
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-02-04 10:00:00+00:00,2026-02-04 10:15:00+00:00,2026-02-04 12:15:00+00:00,5091.05,m15_exact_open,5055.27,-35.78,-36.13,-36.48,-37.18,-3.72,47.72,london,10,0.6218094106634985,5090.16,5091.01
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-02-06 13:15:00+00:00,2026-02-06 13:30:00+00:00,2026-02-06 15:30:00+00:00,4883.24,m15_exact_open,4918.64,35.4,35.05,34.7,34.0,44.93,11.1,new_york,13,0.7273284495457274,4882.71,4883.24
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-02-10 10:45:00+00:00,2026-02-10 11:00:00+00:00,2026-02-10 13:00:00+00:00,5052.89,m15_exact_open,5045.99,-6.9,-7.25,-7.6,-8.3,10.07,15.98,london,10,0.7054796048083122,5045.19,5052.87
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-02-23 13:00:00+00:00,2026-02-23 13:15:00+00:00,2026-02-23 15:15:00+00:00,5161.82,m15_exact_open,5153.11,-8.71,-9.06,-9.41,-10.11,3.41,16.47,new_york,13,0.6059296866736585,5157.52,5161.69
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-02-27 15:00:00+00:00,2026-02-27 15:15:00+00:00,2026-02-27 17:15:00+00:00,5190.55,m15_exact_open,5237.06,46.51,46.16,45.81,45.11,49.62,-17.36,new_york,15,0.7448891403070569,5190.26,5190.54
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-03-02 15:30:00+00:00,2026-03-02 15:45:00+00:00,2026-03-02 17:45:00+00:00,5410.92,m15_exact_open,5335.5,-75.42,-75.77,-76.12,-76.82,-12.81,104.02,new_york,15,0.7232291393047893,5409.8,5411.26
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-03-10 10:00:00+00:00,2026-03-10 10:15:00+00:00,2026-03-10 12:15:00+00:00,5181.68,m15_exact_open,5181.43,-0.25,-0.6,-0.95,-1.65,13.24,6.42,london,10,0.708208251969729,5180.8,5182.14
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-03-12 09:45:00+00:00,2026-03-12 10:00:00+00:00,2026-03-12 12:00:00+00:00,5184.63,m15_exact_open,5189.06,4.43,4.08,3.73,3.03,5.86,10.4,london,9,0.7450795760865624,5170.4,5184.64
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-03-30 14:30:00+00:00,2026-03-30 14:45:00+00:00,2026-03-30 16:45:00+00:00,4542.41,m15_exact_open,4541.71,-0.7,-1.05,-1.4,-2.1,38.0,4.45,new_york,14,0.6555891238670661,4541.04,4542.81
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-03-31 14:45:00+00:00,2026-03-31 15:00:00+00:00,2026-03-31 17:00:00+00:00,4591.16,m15_exact_open,4615.82,24.66,24.31,23.96,23.26,25.09,23.38,new_york,14,0.723096727568365,4583.28,4591.21
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-04-08 09:00:00+00:00,2026-04-08 09:15:00+00:00,2026-04-08 11:15:00+00:00,4832.67,m15_exact_open,4815.16,-17.51,-17.86,-18.21,-18.91,6.66,27.55,london,9,0.669938417297419,4824.99,4832.54
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-04-20 15:00:00+00:00,2026-04-20 15:15:00+00:00,2026-04-20 17:15:00+00:00,4809.8,m15_exact_open,4815.0,5.2,4.85,4.5,3.8,16.31,10.72,new_york,15,0.7395420820246675,4800.55,4809.4
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-05-18 14:45:00+00:00,2026-05-18 15:00:00+00:00,2026-05-18 17:00:00+00:00,4559.8,m15_exact_open,4572.99,13.19,12.84,12.49,11.79,24.18,14.58,new_york,14,0.7284803071587765,4559.46,4559.96
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-05-20 15:30:00+00:00,2026-05-20 15:45:00+00:00,2026-05-20 17:45:00+00:00,4502.54,m15_exact_open,4517.05,14.51,14.16,13.81,13.11,25.65,35.61,new_york,15,0.7473494486853233,4501.09,4502.9
compression_expansion_breakout_long_comp0.75_h8,compression_expansion_breakout_long,LONG,8,120,4,0.75,2026-06-04 14:30:00+00:00,2026-06-04 14:45:00+00:00,2026-06-04 16:45:00+00:00,4490.81,m15_exact_open,4511.44,20.63,20.28,19.93,19.23,24.27,-0.23,new_york,14,0.7008137169427628,4478.54,4490.84
