candidate_id,entry_time_utc,exit_time_utc,direction,entry_price,exit_price,gross_bps,stress_cost_bps,stress_net_bps,h1_time_utc,h1_range_bps,h1_range_percentile_rank,entry_spread_cost_bps,session_utc,year
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-07T08:05:00Z,2022-06-07T09:05:00Z,LONG,1844.31,1847.09,15.073387879477815,2.982003733153722,12.091384146324094,2022-06-07T08:00:00Z,34.55297762180132,90.27777777777777,2.711040985517619,london,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-07T18:05:00Z,2022-06-07T19:05:00Z,LONG,1851.09,1855.17,22.04106769525066,2.982003733153722,19.05906396209694,2022-06-07T18:00:00Z,24.755812761918904,76.38888888888889,2.701111237162969,new_york,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-08T12:05:00Z,2022-06-08T13:05:00Z,LONG,1851.37,1853.34,10.64076872802318,2.982003733153722,7.658764994869459,2022-06-08T12:00:00Z,47.89675468437884,97.22222222222223,2.7007027228484857,london_ny_overlap,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-08T13:05:00Z,2022-06-08T14:05:00Z,LONG,1853.34,1853.53,1.0251761684313434,2.982003733153722,-1.9568275647223785,2022-06-08T13:00:00Z,26.128689192763424,79.16666666666667,2.697832022186971,london_ny_overlap,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-09T11:05:00Z,2022-06-09T12:05:00Z,SHORT,1847.38,1845.71,9.039829379987186,2.982003733153722,6.057825646833464,2022-06-09T11:00:00Z,28.33122068016608,87.5,2.706535742511016,london,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-09T14:05:00Z,2022-06-09T15:05:00Z,SHORT,1843.41,1843.33,0.43397833363253213,2.982003733153722,-2.54802539952119,2022-06-09T14:00:00Z,37.83150055905963,95.83333333333333,2.7123645851980838,london_ny_overlap,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-10T11:05:00Z,2022-06-10T12:05:00Z,SHORT,1842.56,1833.52,49.06217436609914,2.982003733153722,46.08017063294542,2022-06-10T11:00:00Z,53.850765792772016,98.61111111111111,2.713615838832928,london,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-10T15:05:00Z,2022-06-10T16:05:00Z,LONG,1858.18,1869.38,60.2740315792875,2.982003733153722,57.29202784613378,2022-06-10T15:00:00Z,67.32509935406433,95.83333333333333,2.690804981218181,london_ny_overlap,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-10T16:05:00Z,2022-06-10T17:05:00Z,LONG,1869.38,1872.26,15.406177449207126,2.982003733153722,12.424173716053405,2022-06-10T16:00:00Z,53.326208923323634,91.66666666666667,2.6746835849319024,new_york,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-13T00:05:00Z,2022-06-13T01:05:00Z,SHORT,1874.66,1869.51,27.471648192206004,2.982003733153722,24.489644459052283,2022-06-13T00:00:00Z,26.970156587126713,81.94444444444444,2.667150309922866,asia,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-13T01:05:00Z,2022-06-13T02:05:00Z,SHORT,1869.51,1861.08,45.092029462265856,2.982003733153722,42.11002572911213,2022-06-13T01:00:00Z,54.97779949209968,94.44444444444444,2.6744975956266615,asia,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-13T08:05:00Z,2022-06-13T09:05:00Z,SHORT,1856.81,1854.0,15.133481616320172,2.982003733153722,12.15147788316645,2022-06-13T08:00:00Z,28.654686741137407,80.55555555555556,2.6927903231886945,london,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-13T12:05:00Z,2022-06-13T13:05:00Z,SHORT,1856.28,1843.19,70.51737884370849,2.982003733153722,67.53537511055477,2022-06-13T12:00:00Z,83.46493441653294,97.22222222222223,2.6935591613334195,london_ny_overlap,2022
S49_MTF_H1W72_P75_M15S20_M5S20_H12,2022-06-13T13:05:00Z,2022-06-13T14:05:00Z,SHORT,1843.19,1828.69,78.66796152322875,2.982003733153722,75.68595779007504,2022-06-13T13:00:00Z,90.79585682443889,97.22222222222223,2.7126883283871983,london_ny_overlap,2022
