replay_mode,signal_server_time,signal_utc_time,entry_server_time,entry_utc_time,exit_server_time,exit_utc_time,session_utc,entry_price,close_h1,sma10,distance_usd,tp_usd,sl_usd,time_exit_h1_bars,exit_reason,gross_usd,net_usd,ambiguous_exit
overlap_every_signal,2022-10-24 02:00:00,2022-10-23 23:00:00,2022-10-24 03:00:00,2022-10-24 00:00:00,2022-10-24 11:30:00,2022-10-24 08:30:00,other,1661.0,1660.96,1649.513,11.447,24.0,15.0,12,stop_loss,-15.0,-15.35,False
overlap_every_signal,2022-10-25 16:00:00,2022-10-25 13:00:00,2022-10-25 17:00:00,2022-10-25 14:00:00,2022-10-26 05:00:00,2022-10-26 02:00:00,london_ny_overlap,1658.98,1659.03,1646.275,12.755,24.0,15.0,12,time_exit,-6.16,-6.51,False
overlap_every_signal,2022-11-04 06:00:00,2022-11-04 03:00:00,2022-11-04 07:00:00,2022-11-04 04:00:00,2022-11-04 16:15:00,2022-11-04 13:15:00,asia,1646.66,1646.7,1633.756,12.944,24.0,15.0,12,take_profit,24.0,23.65,False
overlap_every_signal,2022-11-04 07:00:00,2022-11-04 04:00:00,2022-11-04 08:00:00,2022-11-04 05:00:00,2022-11-04 16:15:00,2022-11-04 13:15:00,asia,1646.96,1646.89,1635.343,11.547,24.0,15.0,12,take_profit,24.0,23.65,False
overlap_every_signal,2022-11-04 08:00:00,2022-11-04 05:00:00,2022-11-04 09:00:00,2022-11-04 06:00:00,2022-11-04 16:15:00,2022-11-04 13:15:00,asia,1647.01,1646.98,1636.96,10.02,24.0,15.0,12,take_profit,24.0,23.65,False
overlap_every_signal,2022-11-04 16:00:00,2022-11-04 13:00:00,2022-11-04 17:00:00,2022-11-04 14:00:00,2022-11-04 22:58:00,2022-11-04 19:58:00,london_ny_overlap,1673.01,1673.01,1653.258,19.752,24.0,15.0,12,time_exit,8.03,7.68,False
overlap_every_signal,2022-11-04 17:00:00,2022-11-04 14:00:00,2022-11-04 18:00:00,2022-11-04 15:00:00,2022-11-04 22:58:00,2022-11-04 19:58:00,london_ny_overlap,1671.0,1670.94,1655.663,15.277,24.0,15.0,12,time_exit,10.04,9.69,False
overlap_every_signal,2022-11-04 18:00:00,2022-11-04 15:00:00,2022-11-04 19:00:00,2022-11-04 16:00:00,2022-11-04 22:58:00,2022-11-04 19:58:00,london_ny_overlap,1673.07,1673.08,1658.273,14.807,24.0,15.0,12,time_exit,7.97,7.62,False
overlap_every_signal,2022-11-04 19:00:00,2022-11-04 16:00:00,2022-11-04 20:00:00,2022-11-04 17:00:00,2022-11-04 22:58:00,2022-11-04 19:58:00,new_york,1674.26,1674.26,1661.231,13.029,24.0,15.0,12,time_exit,6.78,6.43,False
overlap_every_signal,2022-11-04 20:00:00,2022-11-04 17:00:00,2022-11-04 21:00:00,2022-11-04 18:00:00,2022-11-04 22:58:00,2022-11-04 19:58:00,new_york,1680.39,1680.41,1664.485,15.925,24.0,15.0,12,time_exit,0.65,0.3,False
overlap_every_signal,2022-11-04 21:00:00,2022-11-04 18:00:00,2022-11-04 22:00:00,2022-11-04 19:00:00,2022-11-04 22:58:00,2022-11-04 19:58:00,new_york,1680.6,1680.62,1667.968,12.652,24.0,15.0,12,time_exit,0.44,0.09,False
overlap_every_signal,2022-11-08 17:00:00,2022-11-08 14:00:00,2022-11-08 18:00:00,2022-11-08 15:00:00,2022-11-09 06:00:00,2022-11-09 03:00:00,london_ny_overlap,1712.89,1712.86,1675.663,37.197,24.0,15.0,12,time_exit,-3.68,-4.03,False
overlap_every_signal,2022-11-08 18:00:00,2022-11-08 15:00:00,2022-11-08 19:00:00,2022-11-08 16:00:00,2022-11-09 07:00:00,2022-11-09 04:00:00,london_ny_overlap,1715.06,1714.98,1680.134,34.846,24.0,15.0,12,time_exit,-6.71,-7.06,False
