sibling_group,set_name,candidate_list,member_count,raw_rows,effective_event_count,good_member_count,secondary_member_count,weak_member_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,max_drawdown_x4,cost_1_pf_x4,cost_1_avg_net_x4,last5_signal_count,last5_pf_x4,last5_avg_net_x4,last5_win_rate_x4,stage34a_decision,next_action,commercial_status
session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065,SINGLE_GOOD_MEMBER_DIAGNOSTIC::handoff_align_follow_h14_tp06_sl065,handoff_align_follow_h14_tp06_sl065,1,12,12,1,0,0,2.8519899734971554,2.202660416666519,0.8333333333333334,5.536625276734486,-14.27217500000079,1.8869081730006916,1.2026604166665187,5,inf,4.443099999999868,1.0,REPAIR_OR_KILL_RESEARCH_ONLY,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065,SINGLE_GOOD_MEMBER_DIAGNOSTIC::handoff_align_follow_h13_tp06_sl065,handoff_align_follow_h13_tp06_sl065,1,13,13,1,0,0,2.6128417654005966,2.1748923076924322,0.8461538461538461,1.7346594182644897,-17.530299999999713,1.7820463587349835,1.1748923076924325,5,0.8568592665271387,-0.5018599999998516,0.6,REPAIR_OR_KILL_RESEARCH_ONLY,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
calendar_time_risk_proxy_v1::calendar_drop_WEEKDAY_hX_tp06_sl065,FULL_SIBLING_GROUP,calendar_drop_friday_h13_tp06_sl065;calendar_drop_friday_h9_tp06_sl065;calendar_drop_monday_h13_tp06_sl065,3,72,48,0,1,2,1.1544797297926064,0.34588333333335286,0.6041666666666666,0.4921051462201792,-26.701224999999695,0.751744641148713,-0.654116666666647,5,0.1456198753639898,-4.220625000000018,0.2,REPAIR_OR_KILL_RESEARCH_ONLY,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
volatility_transition_v1::vol_trans_follow_hX_low_to_high_hX_tp06_sl065,FULL_SIBLING_GROUP,vol_trans_follow_h1_low_to_high_h12_tp06_sl065;vol_trans_follow_h1_low_to_high_h13_tp06_sl065,2,39,39,0,0,2,0.6351497855388111,-1.275821794871755,0.5384615384615384,0.3364287055980848,-62.794549999998424,0.4250616916483256,-2.275821794871755,5,0.29215513153806655,-3.4634000000000924,0.4,REPAIR_OR_KILL_RESEARCH_ONLY,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
