trades,total_x4,median_x4,pf_x4,wr,dd_x4,train_total_x4,test_total_x4,pos_years,years,pos_quarters,quarters,definition,direction,guard_variant,geometry,variant,h4_sma,h4_slope_lookback,h1_lookback,compression_lookback,compression_max_atr,rejection_lookback,impulse_atr_mult,cooldown_h,exit_h,session_filter,robust_candidate
48,1245.68,11.82,2.257856,0.604167,-413.04,283.84,961.84,4,5,11,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool1_london,10,2,12,6,2.8,6,0.8,1,6,london,True
48,1245.68,11.82,2.257856,0.604167,-413.04,283.84,961.84,4,5,11,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool4_london,10,2,12,6,2.8,6,0.8,4,6,london,True
77,1167.36,6.24,1.682124,0.545455,-503.24,233.32,934.04,4,5,10,17,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma10_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool1_london,10,2,12,6,2.8,6,1.2,1,6,london,True
77,1167.36,6.24,1.682124,0.545455,-503.24,233.32,934.04,4,5,10,17,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma10_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool4_london,10,2,12,6,2.8,6,1.2,4,6,london,True
82,1786.84,9.68,2.084774,0.585366,-343.8,867.44,919.4,4,5,12,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.8_rej6_imp0.8_h6_cool1_london,10,2,6,6,2.8,6,0.8,1,6,london,True
82,1786.84,9.68,2.084774,0.585366,-343.8,867.44,919.4,4,5,12,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.8_rej6_imp0.8_h6_cool4_london,10,2,6,6,2.8,6,0.8,4,6,london,True
67,1169.0,10.36,1.818215,0.597015,-384.4,269.84,899.16,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool1_london,20,2,12,6,2.8,6,1.2,1,6,london,True
67,1169.0,10.36,1.818215,0.597015,-384.4,269.84,899.16,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool4_london,20,2,12,6,2.8,6,1.2,4,6,london,True
66,1165.56,11.82,1.815807,0.590909,-387.84,266.4,899.16,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool1_london,20,3,12,6,2.8,6,1.2,1,6,london,True
66,1165.56,11.82,1.815807,0.590909,-387.84,266.4,899.16,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool4_london,20,3,12,6,2.8,6,1.2,4,6,london,True
48,1235.36,15.36,2.135191,0.604167,-364.52,348.28,887.08,3,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h12_cool1_london,10,2,12,6,2.8,6,0.8,1,12,london,True
48,1235.36,15.36,2.135191,0.604167,-364.52,348.28,887.08,3,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h12_cool4_london,10,2,12,6,2.8,6,0.8,4,12,london,True
67,1797.08,13.28,2.47976,0.641791,-385.04,916.56,880.52,4,5,13,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look6_comp6_2.8_rej6_imp0.8_h6_cool1_london,20,2,6,6,2.8,6,0.8,1,6,london,True
67,1797.08,13.28,2.47976,0.641791,-385.04,916.56,880.52,4,5,13,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look6_comp6_2.8_rej6_imp0.8_h6_cool4_london,20,2,6,6,2.8,6,0.8,4,6,london,True
66,1793.64,14.74,2.476928,0.636364,-385.04,913.12,880.52,4,5,13,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look6_comp6_2.8_rej6_imp0.8_h6_cool1_london,20,3,6,6,2.8,6,0.8,1,6,london,True
66,1793.64,14.74,2.476928,0.636364,-385.04,913.12,880.52,4,5,13,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look6_comp6_2.8_rej6_imp0.8_h6_cool4_london,20,3,6,6,2.8,6,0.8,4,6,london,True
49,1124.28,10.36,2.011298,0.591837,-413.04,283.84,840.44,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool1_london,10,3,12,6,2.8,6,0.8,1,6,london,True
49,1124.28,10.36,2.011298,0.591837,-413.04,283.84,840.44,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool4_london,10,3,12,6,2.8,6,0.8,4,6,london,True
66,740.8,7.36,1.375362,0.530303,-510.12,-84.6,825.4,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_12h_stop30.0,short_compression_breakdown_h4sma20_slope3_look12_comp6_2.8_rej6_imp1.2_h12_cool1_london,20,3,12,6,2.8,6,1.2,1,12,london,True
66,740.8,7.36,1.375362,0.530303,-510.12,-84.6,825.4,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_12h_stop30.0,short_compression_breakdown_h4sma20_slope3_look12_comp6_2.8_rej6_imp1.2_h12_cool4_london,20,3,12,6,2.8,6,1.2,4,12,london,True
67,738.92,4.88,1.374053,0.522388,-512.0,-86.48,825.4,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_12h_stop30.0,short_compression_breakdown_h4sma20_slope2_look12_comp6_2.8_rej6_imp1.2_h12_cool1_london,20,2,12,6,2.8,6,1.2,1,12,london,True
67,738.92,4.88,1.374053,0.522388,-512.0,-86.48,825.4,3,5,8,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_12h_stop30.0,short_compression_breakdown_h4sma20_slope2_look12_comp6_2.8_rej6_imp1.2_h12_cool4_london,20,2,12,6,2.8,6,1.2,4,12,london,True
79,1036.44,5.0,1.562585,0.531646,-503.24,223.8,812.64,3,5,9,17,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool1_london,10,3,12,6,2.8,6,1.2,1,6,london,True
79,1036.44,5.0,1.562585,0.531646,-503.24,223.8,812.64,3,5,9,17,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool4_london,10,3,12,6,2.8,6,1.2,4,6,london,True
86,1676.28,8.86,1.937118,0.569767,-348.68,893.56,782.72,4,5,12,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.8_rej6_imp0.8_h6_cool1_london,10,3,6,6,2.8,6,0.8,1,6,london,True
86,1676.28,8.86,1.937118,0.569767,-348.68,893.56,782.72,4,5,12,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.8_rej6_imp0.8_h6_cool4_london,10,3,6,6,2.8,6,0.8,4,6,london,True
49,1113.96,14.48,1.920902,0.591837,-364.52,348.28,765.68,3,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h12_cool1_london,10,3,12,6,2.8,6,0.8,1,12,london,True
49,1113.96,14.48,1.920902,0.591837,-364.52,348.28,765.68,3,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h12_cool4_london,10,3,12,6,2.8,6,0.8,4,12,london,True
83,966.84,2.2,1.520366,0.53012,-428.0,233.48,733.36,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool1_no_asia,20,2,12,6,2.8,6,0.8,1,6,no_asia,True
83,966.84,2.2,1.520366,0.53012,-428.0,233.48,733.36,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool4_no_asia,20,2,12,6,2.8,6,0.8,4,6,no_asia,True
83,916.64,1.52,1.481236,0.518072,-428.0,230.04,686.6,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool1_no_asia,20,3,12,6,2.8,6,0.8,1,6,no_asia,True
83,916.64,1.52,1.481236,0.518072,-428.0,230.04,686.6,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool4_no_asia,20,3,12,6,2.8,6,0.8,4,6,no_asia,True
66,1290.56,11.86,1.768831,0.590909,-421.96,626.76,663.8,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look6_comp6_2.8_rej6_imp0.8_h12_cool1_london,20,3,6,6,2.8,6,0.8,1,12,london,True
66,1290.56,11.86,1.768831,0.590909,-421.96,626.76,663.8,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look6_comp6_2.8_rej6_imp0.8_h12_cool4_london,20,3,6,6,2.8,6,0.8,4,12,london,True
67,1288.68,11.0,1.766852,0.58209,-421.96,624.88,663.8,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look6_comp6_2.8_rej6_imp0.8_h12_cool1_london,20,2,6,6,2.8,6,0.8,1,12,london,True
67,1288.68,11.0,1.766852,0.58209,-421.96,624.88,663.8,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look6_comp6_2.8_rej6_imp0.8_h12_cool4_london,20,2,6,6,2.8,6,0.8,4,12,london,True
82,896.12,1.86,1.482304,0.52439,-428.0,233.48,662.64,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool1_london_ny,20,2,12,6,2.8,6,0.8,1,6,london_ny,True
82,896.12,1.86,1.482304,0.52439,-428.0,233.48,662.64,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool4_london_ny,20,2,12,6,2.8,6,0.8,4,6,london_ny,True
105,1120.84,1.52,1.470175,0.504762,-501.16,475.28,645.56,3,5,10,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool1_no_asia,10,2,12,6,2.8,6,0.8,1,6,no_asia,True
105,1120.84,1.52,1.470175,0.504762,-501.16,475.28,645.56,3,5,10,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool4_no_asia,10,2,12,6,2.8,6,0.8,4,6,no_asia,True
82,845.92,1.52,1.444108,0.512195,-428.0,230.04,615.88,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool1_london_ny,20,3,12,6,2.8,6,0.8,1,6,london_ny,True
82,845.92,1.52,1.444108,0.512195,-428.0,230.04,615.88,3,5,9,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma20_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool4_london_ny,20,3,12,6,2.8,6,0.8,4,6,london_ny,True
82,1237.28,10.16,1.571102,0.54878,-380.08,629.24,608.04,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.8_rej6_imp0.8_h12_cool1_london,10,2,6,6,2.8,6,0.8,1,12,london,True
82,1237.28,10.16,1.571102,0.54878,-380.08,629.24,608.04,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look6_comp6_2.8_rej6_imp0.8_h12_cool4_london,10,2,6,6,2.8,6,0.8,4,12,london,True
104,1050.12,0.66,1.440509,0.5,-501.16,475.28,574.84,3,5,10,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool1_london_ny,10,2,12,6,2.8,6,0.8,1,6,london_ny,True
104,1050.12,0.66,1.440509,0.5,-501.16,475.28,574.84,3,5,10,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h6_cool4_london_ny,10,2,12,6,2.8,6,0.8,4,6,london_ny,True
106,999.44,0.66,1.398933,0.5,-501.16,475.28,524.16,3,5,9,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool1_no_asia,10,3,12,6,2.8,6,0.8,1,6,no_asia,True
106,999.44,0.66,1.398933,0.5,-501.16,475.28,524.16,3,5,9,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool4_no_asia,10,3,12,6,2.8,6,0.8,4,6,no_asia,True
86,1186.2,10.16,1.517223,0.546512,-370.8,705.08,481.12,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.8_rej6_imp0.8_h12_cool1_london,10,3,6,6,2.8,6,0.8,1,12,london,True
86,1186.2,10.16,1.517223,0.546512,-370.8,705.08,481.12,3,5,11,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_12h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.8_rej6_imp0.8_h12_cool4_london,10,3,6,6,2.8,6,0.8,4,12,london,True
105,928.72,-0.2,1.370705,0.495238,-501.16,475.28,453.44,3,5,9,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool1_london_ny,10,3,12,6,2.8,6,0.8,1,6,london_ny,True
105,928.72,-0.2,1.370705,0.495238,-501.16,475.28,453.44,3,5,9,17,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h6_cool4_london_ny,10,3,12,6,2.8,6,0.8,4,6,london_ny,True
116,383.96,3.9,1.236516,0.586207,-399.2,117.72,266.24,3,5,11,17,short_rally_rejection,SHORT,nonoverlap,time_exit_3h_stop30.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej18_imp1.2_h3_cool1_ny_only,20,2,12,6,1.8,18,1.2,1,3,ny_only,True
117,374.36,3.72,1.229247,0.581197,-367.2,115.84,258.52,3,5,10,17,short_rally_rejection,SHORT,nonoverlap,time_exit_3h_stop30.0,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej18_imp1.2_h3_cool1_ny_only,20,3,12,6,1.8,18,1.2,1,3,ny_only,True
51,523.0,2.2,1.430651,0.509804,-358.76,277.24,245.76,3,5,10,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma10_slope2_look18_comp6_2.8_rej6_imp1.2_h6_cool1_london,10,2,18,6,2.8,6,1.2,1,6,london,True
51,523.0,2.2,1.430651,0.509804,-358.76,277.24,245.76,3,5,10,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma10_slope2_look18_comp6_2.8_rej6_imp1.2_h6_cool4_london,10,2,18,6,2.8,6,1.2,4,6,london,True
40,250.68,1.72,1.4854,0.6,-197.24,34.36,216.32,4,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.2_rej6_imp0.8_h3_cool1_no_asia,10,3,6,6,2.2,6,0.8,1,3,no_asia,True
40,250.68,1.72,1.4854,0.6,-197.24,34.36,216.32,4,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.2_rej6_imp0.8_h3_cool1_london_ny,10,3,6,6,2.2,6,0.8,1,3,london_ny,True
40,250.68,1.72,1.4854,0.6,-197.24,34.36,216.32,4,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.2_rej6_imp0.8_h3_cool4_no_asia,10,3,6,6,2.2,6,0.8,4,3,no_asia,True
40,250.68,1.72,1.4854,0.6,-197.24,34.36,216.32,4,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look6_comp6_2.2_rej6_imp0.8_h3_cool4_london_ny,10,3,6,6,2.2,6,0.8,4,3,london_ny,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool1_no_asia,10,2,12,6,2.8,6,1.2,1,6,no_asia,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool1_london_ny,10,2,12,6,2.8,6,1.2,1,6,london_ny,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool4_no_asia,10,2,12,6,2.8,6,1.2,4,6,no_asia,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp1.2_h6_cool4_london_ny,10,2,12,6,2.8,6,1.2,4,6,london_ny,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool1_no_asia,10,3,12,6,2.8,6,1.2,1,6,no_asia,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool1_london_ny,10,3,12,6,2.8,6,1.2,1,6,london_ny,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool4_no_asia,10,3,12,6,2.8,6,1.2,4,6,no_asia,True
44,658.56,-2.0,1.616537,0.5,-512.52,457.56,201.0,3,5,10,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_6h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h6_cool4_london_ny,10,3,12,6,2.8,6,1.2,4,6,london_ny,True
49,602.6,4.32,2.061514,0.571429,-145.6,422.68,179.92,4,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h3_cool1_london,10,3,12,6,2.8,6,0.8,1,3,london,True
49,602.6,4.32,2.061514,0.571429,-145.6,422.68,179.92,4,5,12,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope3_look12_comp6_2.8_rej6_imp0.8_h3_cool4_london,10,3,12,6,2.8,6,0.8,4,3,london,True
110,305.12,3.9,1.189553,0.581818,-385.48,129.64,175.48,3,5,10,17,short_rally_rejection,SHORT,nonoverlap,time_exit_3h_stop30.0,short_rally_rejection_h4sma20_slope2_look12_comp6_1.8_rej18_imp1.2_h3_cool4_ny_only,20,2,12,6,1.8,18,1.2,4,3,ny_only,True
46,424.88,2.7,1.363967,0.521739,-285.12,250.88,174.0,4,5,9,15,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope2_look18_comp6_2.8_rej6_imp1.2_h6_cool1_london,20,2,18,6,2.8,6,1.2,1,6,london,True
46,424.88,2.7,1.363967,0.521739,-285.12,250.88,174.0,4,5,9,15,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope2_look18_comp6_2.8_rej6_imp1.2_h6_cool4_london,20,2,18,6,2.8,6,1.2,4,6,london,True
46,424.88,2.7,1.363967,0.521739,-285.12,250.88,174.0,4,5,9,15,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope3_look18_comp6_2.8_rej6_imp1.2_h6_cool1_london,20,3,18,6,2.8,6,1.2,1,6,london,True
46,424.88,2.7,1.363967,0.521739,-285.12,250.88,174.0,4,5,9,15,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma20_slope3_look18_comp6_2.8_rej6_imp1.2_h6_cool4_london,20,3,18,6,2.8,6,1.2,4,6,london,True
48,594.84,3.88,2.047844,0.5625,-145.6,422.68,172.16,3,5,11,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h3_cool1_london,10,2,12,6,2.8,6,0.8,1,3,london,True
48,594.84,3.88,2.047844,0.5625,-145.6,422.68,172.16,3,5,11,16,short_bearish_impulse_after_compression,SHORT,nonoverlap,time_exit_3h_stop30.0,short_bearish_impulse_after_compression_h4sma10_slope2_look12_comp6_2.8_rej6_imp0.8_h3_cool4_london,10,2,12,6,2.8,6,0.8,4,3,london,True
111,295.52,3.72,1.182501,0.576577,-353.48,127.76,167.76,3,5,9,17,short_rally_rejection,SHORT,nonoverlap,time_exit_3h_stop30.0,short_rally_rejection_h4sma20_slope3_look12_comp6_1.8_rej18_imp1.2_h3_cool4_ny_only,20,3,12,6,1.8,18,1.2,4,3,ny_only,True
66,734.44,3.54,1.866085,0.575758,-164.4,586.56,147.88,4,5,13,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_3h_stop30.0,short_compression_breakdown_h4sma20_slope3_look12_comp6_2.8_rej6_imp1.2_h3_cool1_london,20,3,12,6,2.8,6,1.2,1,3,london,True
66,734.44,3.54,1.866085,0.575758,-164.4,586.56,147.88,4,5,13,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_3h_stop30.0,short_compression_breakdown_h4sma20_slope3_look12_comp6_2.8_rej6_imp1.2_h3_cool4_london,20,3,12,6,2.8,6,1.2,4,3,london,True
67,730.04,3.44,1.856452,0.567164,-164.4,582.16,147.88,4,5,13,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_3h_stop30.0,short_compression_breakdown_h4sma20_slope2_look12_comp6_2.8_rej6_imp1.2_h3_cool1_london,20,2,12,6,2.8,6,1.2,1,3,london,True
67,730.04,3.44,1.856452,0.567164,-164.4,582.16,147.88,4,5,13,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_3h_stop30.0,short_compression_breakdown_h4sma20_slope2_look12_comp6_2.8_rej6_imp1.2_h3_cool4_london,20,2,12,6,2.8,6,1.2,4,3,london,True
79,620.32,2.88,1.589143,0.544304,-202.8,491.36,128.96,4,5,13,17,short_compression_breakdown,SHORT,nonoverlap,time_exit_3h_stop30.0,short_compression_breakdown_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h3_cool1_london,10,3,12,6,2.8,6,1.2,1,3,london,True
79,620.32,2.88,1.589143,0.544304,-202.8,491.36,128.96,4,5,13,17,short_compression_breakdown,SHORT,nonoverlap,time_exit_3h_stop30.0,short_compression_breakdown_h4sma10_slope3_look12_comp6_2.8_rej6_imp1.2_h3_cool4_london,10,3,12,6,2.8,6,1.2,4,3,london,True
52,401.6,0.72,1.300635,0.5,-358.76,277.24,124.36,3,5,10,16,short_compression_breakdown,SHORT,nonoverlap,time_exit_6h_stop30.0,short_compression_breakdown_h4sma10_slope3_look18_comp6_2.8_rej6_imp1.2_h6_cool1_london,10,3,18,6,2.8,6,1.2,1,6,london,True
